Num_Acc,an,mois,jour,hrmn,lum,agg,int,atm,col,com,adr,gps,lat,long,dep,catr,voie,v1,v2,circ,nbv,pr,pr1,vosp,prof,plan,lartpc,larrout,surf,infra,situ,env1
200800000907,8,1,18,1345,1,1,1,8,7,487,,M,44.997,-0.487,330,3,10.0,0.0,,2,2,0.0,0.0,0,1,3,0,50,2,0,3,0
200800000908,8,1,3,1900,5,1,2,2,3,438,,M,44.576,-0.239,330,3,19.0,0.0,,2,2,40.0,778.0,0,1,1,0,58,2,0,1,0
200800000909,8,1,19,430,2,2,1,1,6,381,10 avenue Mercade,M,44.755,-0.438,330,4,1.0,0.0,,2,2,0.0,0.0,0,1,1,0,58,1,0,4,0
200800000910,8,1,7,1745,2,1,1,2,2,13,,M,0.0,0.0,330,3,1089.0,0.0,,3,4,50.0,50.0,0,1,1,140,15,2,0,1,0
200800000911,8,1,16,815,2,1,1,2,1,496,,M,0.0,0.0,330,3,936.0,0.0,,2,2,0.0,0.0,0,1,0,0,74,2,0,1,0
200800000912,8,1,12,1500,1,1,1,1,1,452,,M,0.0,0.0,330,3,117.0,0.0,,2,2,5.0,500.0,0,1,1,0,52,1,0,1,0
200800000913,8,1,11,2115,5,2,1,2,6,120,CD 1113,M,0.0,0.0,330,3,1113.0,0.0,,2,2,0.0,0.0,0,1,0,0,57,2,0,1,0
200800000914,8,1,22,1415,1,1,1,1,1,327,,M,0.0,0.0,330,3,11.0,0.0,,2,2,0.0,0.0,0,0,1,0,57,1,0,1,0
200800000915,8,1,16,1330,1,2,1,3,1,366,chemin de Timberley,M,44.992,-0.443,330,4,0.0,0.0,,2,1,0.0,0.0,0,1,1,0,44,2,0,1,0
200800000916,8,1,26,1530,1,2,9,1,3,366,Rue DANTAGNAN,M,0.0,0.0,330,3,670.0,0.0,,2,2,0.0,0.0,0,1,1,0,0,1,0,1,0
200800000917,8,1,18,1100,1,1,1,2,2,279,,M,44.499,-0.235,330,2,524.0,0.0,,2,2,6.0,200.0,0,1,1,0,80,2,0,1,0
200800000918,8,1,1,1000,1,2,1,8,6,512,16  LE POUTEOU OUEST,M,44.45,-0.04,330,3,124.0,0.0,,2,0,0.0,0.0,0,1,1,0,50,1,0,3,0
200800000919,8,1,16,1800,2,1,1,1,5,412,,M,45.23,-0.878,330,3,1215.0,0.0,,3,4,56.0,0.0,0,1,1,30,76,1,5,1,0
200800000920,8,1,19,930,1,1,1,8,6,12,,M,44.977,-0.726,330,3,1215.0,1.0,E,3,4,0.0,0.0,0,0,1,78,132,9,0,3,0
200800000921,8,1,27,200,3,1,1,1,7,322,,M,44.925,-0.67,330,3,1.0,0.0,,2,2,4.0,800.0,0,1,1,0,0,1,0,1,0
200800001295,8,1,20,645,2,1,1,1,6,214,,M,44.978,-1.002,330,3,6.0,0.0,,2,2,37.0,754.0,0,1,1,0,70,1,0,3,0
200800001299,8,1,8,745,3,2,1,5,6,199,DESSERTE RN 250,M,0.0,0.0,330,9,0.0,0.0,,2,2,0.0,0.0,0,1,1,0,50,2,0,1,0
200800001300,8,1,31,800,2,2,1,1,1,199,73 RUE DE L YSER,M,44.646,-1.061,330,4,0.0,0.0,,2,0,0.0,0.0,0,1,1,0,44,1,0,1,0
200800001384,8,1,16,1515,1,1,9,1,7,351,,M,45.258,-0.55,330,1,10.0,0.0,,0,0,0.0,0.0,0,1,2,0,0,1,3,3,0
200800002866,8,1,27,1510,1,2,1,1,3,529,"78, LAGRUA (CH.)",,,,330,4,0.0,0.0,,2,2,,,0,1,1,0,60,1,0,1,99
200800002867,8,1,17,1430,1,2,9,8,3,529,"., COUTOUM (RUE DU)",,,,330,4,0.0,0.0,,2,2,,,0,1,1,0,60,2,0,1,99
200800002868,8,1,2,2020,5,2,1,1,6,529,"., DE GAULLE ( AVE CHARL",,,,330,4,0.0,0.0,,2,2,,,0,1,1,0,60,1,0,1,99
200800002869,8,1,18,2100,5,1,1,8,3,529,"., LAGRUA (CH.)",,,,330,6,0.0,0.0,,1,1,,,0,1,1,0,56,2,0,1,0
200800002870,8,1,1,1542,1,2,1,1,6,192,"169, CRS DU GENERAL DE G",,,,330,4,0.0,0.0,,2,2,,,0,1,1,0,78,1,0,1,0
200800002871,8,1,5,15,5,2,2,8,3,63,RUE JUDAIQUE,,,,330,4,0.0,0.0,,1,1,,,0,1,1,0,62,1,0,1,0
200800002872,8,1,5,1150,1,2,5,2,3,63,CRS DE LA LIBERATION,,,,330,4,0.0,0.0,,1,1,,,0,1,1,0,68,2,0,1,0
200800002873,8,1,4,1240,1,2,2,1,3,63,BD DU PRESIDENT WILSON,,,,330,4,0.0,0.0,,1,1,,,0,4,1,0,70,1,0,1,0
200800002874,8,1,7,2055,5,2,1,1,6,63,"37, PCE PEY BERLAND",,,,330,4,0.0,0.0,,2,2,,,3,1,1,0,64,1,0,1,0
200800002875,8,1,7,1415,1,2,1,1,3,63,"39, CRS LOUIS FARGUE",,,,330,4,0.0,0.0,,1,2,,,2,1,1,0,170,1,0,1,3
200800002876,8,1,7,1416,1,2,2,1,3,63,RUE AUGUSTE BRUTAILS,,,,330,4,0.0,0.0,,2,2,,,0,1,1,0,48,1,0,1,0
200800002877,8,1,7,820,1,2,1,1,6,63,PCE PEY BERLAND,,,,330,4,0.0,0.0,,2,2,,,3,1,1,0,0,1,0,1,0
200800002878,8,1,8,745,5,2,1,2,6,39,"306, RTE DE TOULOUSE",,,,330,4,0.0,0.0,,2,2,,,0,1,1,0,106,2,0,1,0
200800002879,8,1,8,1858,1,2,2,1,3,63,ALL SERR,,,,330,4,0.0,0.0,,2,2,,,0,1,1,0,0,1,0,1,0
200800002880,8,1,8,1345,1,2,1,1,2,63,"173, AVE LOUIS BARTHOU C",,,,330,4,0.0,0.0,,2,2,,,0,1,1,0,89,1,0,1,3
200800002881,8,1,8,1600,1,2,2,1,6,63,"47, CRS D'ALBRET",,,,330,4,0.0,0.0,,1,2,,,0,1,1,0,0,1,4,1,0
200800002882,8,1,8,1630,1,2,2,1,3,63,RUE AUGUSTE POIRSON,,,,330,4,0.0,0.0,,1,1,,,2,1,1,0,0,1,0,1,0
200800002883,8,1,8,1915,5,2,2,1,3,63,RUE DE PESSAC,,,,330,4,0.0,0.0,,3,2,,,0,1,1,0,0,1,0,1,0
200800002884,8,1,2,1945,5,2,1,1,2,550,CHEM DE LEYSOTTE,,,,330,4,0.0,0.0,,3,1,,,0,1,1,29,92,1,0,1,0
200800002885,8,1,3,740,2,2,1,1,6,318,AVE DU GENERAL LECLERC,,,,330,4,0.0,0.0,,2,2,,,0,1,1,0,88,8,0,1,0
200800002886,8,1,7,1858,5,2,1,1,3,249,"22, AVE DE LA LIBERATION",,,,330,4,0.0,0.0,,3,2,,,3,1,1,0,0,1,4,1,0
200800002887,8,1,4,715,5,2,3,1,6,63,RUE DES PINS FRANCS CAUD,,,,330,4,0.0,0.0,,2,3,,,0,1,1,0,0,2,0,1,0
200800002888,8,1,9,605,3,2,1,2,3,63,BD ALIENOR D'AQUITAINE,,,,330,4,0.0,0.0,,3,4,,,0,1,1,30,60,2,0,1,0
200800002889,8,1,10,450,5,2,2,5,3,63,QUAI DE PALUDATE,,,,330,4,0.0,0.0,,1,3,,,0,1,1,0,0,1,0,1,0
200800002890,8,1,10,740,2,2,3,1,3,63,CRS VICTOR HUGO,,,,330,4,0.0,0.0,,2,1,,,0,1,1,0,0,1,0,1,0
200800002891,8,1,10,915,1,2,2,1,7,63,AVE ALSACE LORRAINE CAUD,,,,330,4,0.0,0.0,,1,1,,,0,0,1,0,60,1,0,1,0
200800002892,8,1,4,1525,1,2,1,2,6,119,RUE FRANCOIS DE CHATEAUB,,,,330,4,0.0,0.0,,1,1,,,0,1,1,0,49,2,0,1,0
200800002893,8,1,9,1305,1,2,3,1,3,119,RUE CHARLES PEGUY,,,,330,4,0.0,0.0,,2,2,,,0,1,1,0,71,1,0,1,0
200800002894,8,1,12,900,1,2,2,1,1,63,RUE DE BEGLES,,,,330,4,0.0,0.0,,1,2,,,0,1,1,0,57,1,0,1,0
200800002895,8,1,13,1600,1,2,1,1,3,63,"17, QUAI DES SALINIERES",,,,330,4,0.0,0.0,,3,4,,,0,1,1,30,120,1,0,1,0
200800002896,8,1,12,205,5,2,2,2,2,63,RUE CHARLES MARIONNEAU,,,,330,4,0.0,0.0,,1,1,,,0,1,1,0,0,2,0,1,0
200800002897,8,1,12,110,5,2,3,8,6,63,AVE THIERS,,,,330,4,0.0,0.0,,2,2,,,0,1,1,0,0,2,0,1,0
200800002898,8,1,5,1810,5,2,6,2,3,550,RUE DE LA PAIX,,,,330,4,0.0,0.0,,2,2,,,0,1,1,0,100,2,0,1,0
200800002899,8,1,11,1755,5,2,2,2,6,63,"102, BD ALBERT 1ER",,,,330,4,0.0,0.0,,2,2,,,0,1,1,0,77,2,0,1,0
200800002900,8,1,11,1450,1,2,2,2,3,63,BD ALFRED DANEY,,,,330,4,0.0,0.0,,1,4,,,0,1,1,0,42,2,0,1,0
200800002901,8,1,11,1410,1,2,1,1,6,63,"51, RUE DE LA BENAUGE",,,,330,4,0.0,0.0,,2,2,,,0,1,1,0,55,2,0,1,3
200800002902,8,1,11,1025,1,2,3,1,3,63,CRS DE LUZE,,,,330,4,0.0,0.0,,2,2,,,0,1,1,0,50,1,0,1,0
200800002903,8,1,7,1850,5,2,2,1,3,75,RUE JEAN CLAUDEVILLE,,,,330,4,0.0,0.0,,2,2,,,0,1,1,0,67,1,0,1,0
200800002904,8,1,14,800,5,2,2,1,2,522,AVE DE THOUARS,,,,330,4,0.0,0.0,,2,3,,,0,1,1,0,150,1,0,1,0
200800002905,8,1,14,925,1,2,2,1,6,39,AVE LUCIEN LEROUSSEAU,,,,330,4,0.0,0.0,,2,2,,,0,1,1,0,81,1,0,1,0
200800002906,8,1,14,1240,1,2,2,1,3,63,BD PIERRE 1ER,,,,330,4,0.0,0.0,,2,2,,,0,1,1,0,107,1,0,1,0
200800002907,8,1,13,2030,5,2,2,1,3,249,AVE DES ACACIAS,,,,330,4,0.0,0.0,,2,2,,,0,0,2,0,0,1,0,1,0
200800002908,8,1,15,730,5,2,1,1,6,63,"57, CRS VICTOR HUGO",,,,330,4,0.0,0.0,,2,2,,,0,1,1,0,115,1,0,1,0
200800002909,8,1,9,1825,5,2,2,1,3,281,RUE DE GARIES,,,,330,4,0.0,0.0,,2,2,,,0,1,1,0,850,1,0,1,0
200800002910,8,1,1,1550,1,2,1,1,3,69,"266, AVE DE TIVOLI",,,,330,4,0.0,0.0,,2,2,,,1,1,1,0,60,1,0,1,0
200800002911,8,1,10,1500,1,2,3,1,3,167,AVE GASTON CABANNES,,,,330,4,0.0,0.0,,2,2,,,0,1,1,0,106,1,0,1,0
200800002912,8,1,9,1800,2,2,1,1,3,69,"313, AVE DE LA LIBERATIO",,,,330,4,0.0,0.0,,2,2,,,0,1,1,0,70,1,0,1,0
200800002913,8,1,10,750,5,2,1,5,6,550,"66, AVE DES PYRENEES",,,,330,4,0.0,0.0,,2,3,,,0,1,1,0,185,1,0,1,0
200800002914,8,1,13,1850,5,2,1,1,7,281,"315, AVE ARISTIDE BRIAND",,,,330,4,0.0,0.0,,2,2,,,2,1,1,0,70,1,0,1,0
200800002915,8,1,13,2035,5,2,1,1,6,281,AVE MATOSINHOS,,,,330,4,0.0,0.0,,1,2,,,0,1,2,0,30,8,0,4,0
200800002916,8,1,16,1940,2,2,2,2,6,63,CRS ARISTIDE BRIAND,,,,330,4,0.0,0.0,,1,1,,,0,1,1,0,0,2,0,0,0
200800002917,8,1,13,1950,5,2,2,1,1,39,RUE LEON GAMBETTA,,,,330,4,0.0,0.0,,2,2,,,0,1,1,0,0,1,0,1,0
200800002918,8,1,10,2050,5,2,1,1,3,522,RUE FRANCOIS RABELAIS,,,,330,4,0.0,0.0,,2,3,,,0,1,1,0,0,1,0,1,0
200800002919,8,1,13,1345,1,2,1,1,4,39,"468, RTE DE TOULOUSE",,,,330,4,0.0,0.0,,2,2,,,0,1,1,0,150,1,0,1,0
200800002920,8,1,11,900,1,2,3,1,3,281,CHEM BON AIR,,,,330,4,0.0,0.0,,2,2,,,0,1,1,0,0,1,0,1,0
200800002921,8,1,20,1430,1,2,2,1,5,63,BD PIERRE 1ER,,,,330,4,0.0,0.0,,2,0,,,0,1,1,0,0,1,0,1,0
200800002922,8,1,19,2004,5,2,2,1,3,281,AVE DE LA FORET,,,,330,4,0.0,0.0,,2,2,,,2,1,1,0,92,1,0,1,0
200800002923,8,1,18,1700,1,2,1,1,4,63,CRS VICTOR HUGO,,,,330,4,0.0,0.0,,2,4,,,0,1,1,100,42,1,0,1,0
200800002924,8,1,19,1200,1,2,1,1,6,63,"9, RUE CLARE",,,,330,4,0.0,0.0,,2,2,,,0,1,1,0,0,1,0,1,0
200800002925,8,1,19,500,5,2,3,1,1,63,RUE DE SON TAY,,,,330,4,0.0,0.0,,1,2,,,0,1,0,0,0,2,0,1,3
200800002926,8,1,12,1130,1,2,2,1,3,550,RUE JEAN ROSTAND,,,,330,4,0.0,0.0,,1,2,,,0,1,1,0,48,1,0,1,0
200800002927,8,1,18,845,1,2,1,2,4,63,"46, RUE DU BOCAGE CAUD",,,,330,4,0.0,0.0,,2,2,,,0,1,1,0,45,1,0,1,0
200800002928,8,1,18,1225,1,2,1,2,3,63,"20, CRS DE VERDUN",,,,330,4,0.0,0.0,,2,4,,,0,1,1,0,60,1,0,1,0
200800002929,8,1,15,1950,5,1,2,3,6,75,RTE DU MEDOC,,,,330,4,0.0,0.0,,2,2,,,0,1,1,0,0,1,0,1,0
200800002930,8,1,21,1150,1,2,3,1,6,63,AVE CHARLES DE GAULLE CA,,,,330,4,0.0,0.0,,2,2,,,0,1,1,0,60,1,0,1,0
200800002931,8,1,22,1405,1,2,1,1,6,119,"26, RUE CAMILLE PELLETAN",,,,330,4,0.0,0.0,,1,1,,,0,1,1,0,30,1,0,1,0
200800002932,8,1,14,905,1,2,1,1,6,281,AVE FRANOIS MITTERRAND,,,,330,4,0.0,0.0,,3,4,,,0,1,1,41,58,1,0,1,3
200800002933,8,1,22,1120,1,2,1,8,3,63,RUE ANTOINE BOURDELLE,,,,330,4,0.0,0.0,,2,2,,,1,1,1,0,124,2,0,1,0
200800002934,8,1,21,1136,1,2,6,1,6,281,PCE DU GENERAL GOURAUD,,,,330,4,0.0,0.0,,2,2,,,0,1,1,0,46,1,0,1,0
200800002935,8,1,21,1030,1,2,2,1,3,162,AVE DE SAINT-MEDARD,,,,330,4,0.0,0.0,,2,3,,,0,1,1,0,134,1,0,1,0
200800002936,8,1,23,1615,1,2,1,1,1,167,RUE ALFRED GIRET,,,,330,4,0.0,0.0,,2,2,,,0,1,1,0,57,1,0,1,0
200800002937,8,1,10,1400,1,2,1,1,2,119,AVE CARNOT,,,,330,4,0.0,0.0,,1,2,,,0,3,1,0,29,1,0,1,0
200800002938,8,1,20,1825,2,2,1,1,3,318,"39, AVE JEAN JAURES",,,,330,4,0.0,0.0,,2,3,,,0,1,1,0,0,1,0,1,0
200800002939,8,1,18,1600,1,2,6,8,3,318,AVE DU HAUT LEVEQUE,,,,330,4,0.0,0.0,,2,2,,,0,1,1,0,50,1,0,1,0
200800002940,8,1,24,2145,5,2,3,2,6,63,RUE PIERRE BROSSOLETTE C,,,,330,4,0.0,0.0,,2,2,,,0,1,1,0,78,1,0,1,0
200800002941,8,1,19,2000,5,2,2,1,3,281,AVE HENRI VIGNEAU,,,,330,4,0.0,0.0,,2,2,,,0,1,1,9,100,1,0,1,0
200800002942,8,1,23,1255,1,2,6,1,3,318,AVE DE CANEJAN,,,,330,4,0.0,0.0,,2,2,,,1,1,1,0,0,1,0,1,0
200800002943,8,1,23,1405,1,2,1,1,4,318,"43, AVE PASTEUR",,,,330,4,0.0,0.0,,2,2,,,0,1,1,0,60,1,0,1,0
200800002944,8,1,24,1840,5,2,4,1,2,63,"34, AVE DU GENERAL LECLE",,,,330,4,0.0,0.0,,2,2,,,0,1,1,0,0,1,1,1,0
200800002945,8,1,25,750,2,2,1,1,2,63,BD JOLIOT-CURIE,,,,330,4,0.0,0.0,,1,4,,,0,1,1,90,65,1,0,1,0
200800002946,8,1,26,1900,5,2,1,1,3,63,"299, AVE D'ARES CAUD",,,,330,4,0.0,0.0,,1,3,,,0,1,1,0,96,1,0,1,0
200800002947,8,1,26,1730,1,2,2,1,3,63,RUE BREMONTIER,,,,330,4,0.0,0.0,,1,1,,,0,1,1,0,50,1,0,1,0
200800002948,8,1,25,1530,1,2,3,1,3,63,"20, CRS PORTAL",,,,330,4,0.0,0.0,,1,1,,,0,1,1,0,26,1,0,1,0
200800002949,8,1,24,720,5,2,3,5,6,281,AVE LEON BLUM,,,,330,4,0.0,0.0,,2,2,,,0,1,1,0,85,1,0,1,0
200800002950,8,1,29,1600,1,2,2,1,3,63,"0000, BD DU PDT FRANKLIN",,,,330,4,0.0,0.0,,1,1,,,0,1,1,0,200,1,0,1,0
200800002951,8,1,24,1415,1,2,5,1,3,281,AVE DE LA LIBERATION,,,,330,4,0.0,0.0,,2,3,,,0,1,1,0,20,1,0,1,0
200800002952,8,1,28,1320,1,2,3,1,3,318,AVE DE BEUTRE,,,,330,4,0.0,0.0,,2,2,,,0,1,1,0,0,1,0,1,0
200800002953,8,1,30,1805,5,2,2,2,6,63,CRS SAINT LOUIS,,,,330,4,0.0,0.0,,2,3,,,0,1,1,0,113,2,0,1,0
200800002954,8,1,31,950,1,2,3,1,3,63,PRK AUCHAN,,,,330,4,0.0,0.0,,1,2,,,0,1,1,0,0,2,0,1,0
200800002955,8,1,31,800,1,2,2,1,3,63,RUE DE CARROS,,,,330,4,0.0,0.0,,1,1,,,1,1,1,0,0,1,0,1,0
200800002956,8,1,29,1110,1,2,6,1,7,281,AVE FRANOIS MITTERRAND,,,,330,4,0.0,0.0,,2,2,,,0,1,3,0,0,1,0,1,0
200800002957,8,1,26,1140,1,2,1,1,2,69,"380, RTE DU MEDOC",,,,330,4,0.0,0.0,,2,2,,,0,1,1,0,40,1,0,1,0
200800002958,8,1,26,1930,5,2,3,1,6,192,RUE DU MOULINEAU,,,,330,4,0.0,0.0,,0,2,,,0,1,1,0,0,1,0,0,0
200800002959,8,1,21,915,1,2,1,1,3,192,RTE DE PESSAC,,,,330,4,0.0,0.0,,2,2,,,0,2,1,0,69,1,0,1,0
200800002960,8,1,22,1520,1,2,4,1,3,522,PCH D'ARS,,,,330,4,0.0,0.0,,1,1,,,0,1,1,0,60,1,0,1,0
200800002961,8,1,30,1615,1,2,2,2,6,318,AVE MOZART,,,,330,4,0.0,0.0,,2,2,,,0,1,1,0,70,2,0,1,0
200800002962,8,1,13,1235,1,2,1,1,2,63,"60, RUE CROIX DE SEGUEY",,,,330,4,0.0,0.0,,1,3,,,0,1,1,0,70,2,0,1,0
200800002963,8,1,19,10,4,2,1,1,6,281,AVE DE LA SOMME,,,,330,4,0.0,0.0,,1,1,,,0,1,1,0,60,1,0,1,0
200800002964,8,1,30,1610,1,2,5,2,3,522,RUE FREDERIC SEVENE,,,,330,4,0.0,0.0,,2,3,,,0,0,1,0,99,2,0,1,0
200800002965,8,1,26,1055,1,2,2,1,3,69,RUE MARIUS MARCHANDOU,,,,330,4,0.0,0.0,,2,2,,,0,1,1,0,38,1,0,1,0
200800002966,8,1,30,1240,1,2,1,1,6,522,RUE JEAN RACINE,,,,330,4,0.0,0.0,,2,2,,,0,1,1,0,68,1,0,1,0
200800002967,8,1,31,925,1,2,1,1,6,119,AVE GEORGES CLEMENCEAU,,,,330,4,0.0,0.0,,2,2,,,0,1,1,0,64,2,4,1,0
200800002968,8,1,12,1910,5,2,9,8,6,243,"102, GAULLE(AVENUE DU GE",,,,330,6,0.0,0.0,,2,0,,,0,1,0,0,130,2,0,1,99
200800005697,8,1,5,710,1,1,1,2,2,318,ROCADE A 630,,,,330,1,630.0,0.0,,3,4,25.0,0.0,0,1,1,15,140,2,0,1,0
200800005698,8,1,5,1531,1,1,1,2,2,39,ROCADE A 630,,,,330,1,630.0,0.0,,3,4,33.0,800.0,0,1,1,10,140,2,0,1,99
200800005699,8,1,6,1110,1,1,1,2,7,249,ROCADE A 630,,,,330,1,630.0,0.0,,3,3,0.0,500.0,0,1,3,0,105,2,3,1,99
200800005700,8,1,6,1405,1,1,1,2,6,249,ROUTE NATIONALE 230,,,,330,2,230.0,0.0,,3,4,44.0,100.0,0,1,3,5,140,2,3,1,0
200800005701,8,1,6,1425,1,1,1,2,7,550,ROCADE A 630,,,,330,1,630.0,0.0,,1,2,31.0,0.0,0,1,2,0,70,2,3,1,99
200800005702,8,1,7,750,2,1,1,2,4,39,ROCADE A 630,,,,330,1,630.0,0.0,,3,6,33.0,500.0,0,1,1,15,210,2,0,1,0
200800005703,8,1,7,1205,1,1,1,1,3,550,ROCADE A 630,,,,330,1,630.0,0.0,,3,6,29.0,500.0,0,1,1,0,210,1,0,1,99
200800005704,8,1,9,1245,1,1,1,1,3,318,AUTOROUTE A 63,,,,330,1,63.0,0.0,,3,4,0.0,270.0,0,1,1,15,140,1,0,1,0
200800005705,8,1,11,345,5,1,1,1,6,249,ROUTE NATIONALE 230,,,,330,2,230.0,0.0,,3,7,43.0,800.0,0,1,1,0,245,1,0,1,99
200800005706,8,1,12,255,5,1,1,2,6,162,ROCADE A 630,,,,330,1,630.0,0.0,,3,3,12.0,800.0,0,1,1,10,105,2,0,1,99
200800005707,8,1,12,415,5,1,1,2,6,162,ROCADE A 630,,,,330,1,630.0,0.0,,3,4,12.0,200.0,0,1,1,25,140,2,0,1,99
200800005708,8,1,14,1310,1,1,1,1,7,318,ROCADE A 630,,,,330,1,630.0,0.0,,3,4,23.0,0.0,0,1,1,15,140,8,3,1,0
200800005709,8,1,14,1745,1,1,1,2,6,249,ROCADE A 630,,,,330,1,630.0,0.0,,3,4,1.0,0.0,0,1,2,15,140,2,3,1,0
200800005710,8,1,17,1700,1,1,1,2,2,281,ROCADE A 630,,,,330,1,630.0,0.0,,3,4,15.0,900.0,0,1,1,0,140,2,0,1,99
200800005711,8,1,18,645,5,1,1,2,7,318,ROCADE A 630,,,,330,1,630.0,0.0,,1,2,25.0,0.0,0,2,2,0,70,2,3,1,99
200800005712,8,1,22,2230,5,1,1,1,6,119,ROUTE NATIONALE 230,,,,330,2,230.0,0.0,,3,6,42.0,150.0,0,1,1,15,210,1,0,1,0
200800005713,8,1,23,1325,1,1,1,1,2,318,ROCADE A 630,,,,330,1,630.0,0.0,,0,4,20.0,500.0,0,1,3,0,140,1,0,1,99
200800005714,8,1,24,735,5,1,1,1,6,249,ROCADE A 630,,,,330,1,630.0,0.0,,3,7,1.0,800.0,0,1,1,15,245,1,3,1,0
200800005715,8,1,24,1225,1,1,1,1,5,550,ROCADE A 630,,,,330,1,630.0,0.0,,3,4,30.0,500.0,0,1,1,0,140,1,0,1,99
200800005716,8,1,25,1845,5,1,1,1,3,433,AUTOROUTE A 10,,,,330,1,10.0,0.0,,3,6,529.0,900.0,0,1,1,0,210,1,0,1,99
200800005717,8,1,25,2240,5,1,1,1,6,249,ROUTE NATIONALE 230,,,,330,2,230.0,0.0,,3,8,44.0,100.0,0,1,3,15,280,1,3,1,0
200800005718,8,1,28,1410,1,1,1,1,2,122,AUTOROUTE A 63,,,,330,1,63.0,0.0,,3,4,5.0,900.0,0,1,1,15,140,1,0,1,0
200800005719,8,1,29,1910,5,1,1,1,3,550,ROCADE A 630,,,,330,1,630.0,0.0,,3,6,30.0,0.0,0,1,1,0,210,1,0,1,99
200800005720,8,1,29,1915,5,1,1,1,4,318,ROCADE A 630,,,,330,1,630.0,0.0,,3,4,21.0,900.0,0,1,1,15,140,1,0,1,0
200800006202,8,2,5,645,2,2,1,9,7,236,rue du port ostreicole,M,0.0,0.0,330,4,0.0,0.0,,2,0,0.0,0.0,0,1,2,0,51,2,0,1,0
200800006203,8,2,21,330,3,1,1,1,6,236,,M,0.0,0.0,330,3,106.0,0.0,,2,2,0.0,0.0,0,1,3,0,51,1,0,3,0
