Num_Acc,jour,mois,an,hrmn,lum,dep,com,agg,int,atm,col,adr,lat,long,catr,voie,v1,v2,circ,nbv,vosp,prof,pr,pr1,plan,lartpc,larrout,surf,infra,situ,vma
202300013853,26,4,2023,19:30,1,033,33063,2,1,2,2,Rue Lucien Faure,44.86747,-0.56336,4,RUE LUCIEN FAURE,0,,4,6,0,1, -1, -1,1,, -1,2,0,1,50
202300014000,2,6,2023,21:00,2,033,33063,2,1,1,1,Rue Yves Glotin,44.89273,-0.54611,4,RUE YVES GLOTIN,0,,-1,2,0,1, -1, -1,1,, -1,1,0,1,30
202300014004,2,6,2023,07:50,1,033,33069,2,2,1,3,Avenue Victor Hugo,44.86509,-0.59057,4,AVE VICTOR HUGO,0,,2,2,0,1, -1, -1,1,, -1,1,0,1,30
202300014004,2,6,2023,07:50,1,033,33069,2,2,1,3,Avenue Victor Hugo,44.86509,-0.59057,4,RUE HOCHE,0,,2, -1,0,1, -1, -1,1,, -1,1,0,1,30
202300014006,2,6,2023,15:10,1,033,33529,2,1,1,1,RD1250 (BONNEVAL - LA HUME) - Z.A.,44.63251,-1.15987,3,RD1250 (BONNEVAL - LA HUME) - Z.A.,0,,2,2,0,1,999,100,2,, -1,1,0,1,50
202300014007,12,8,2023,06:50,2,033,33281,1,1,1,6,ROCADE A 630,44.83210308,-0.67642361,1,ROCADE A 630,0,,3,6,0,1,17,263,3,,14,1,0,1,90
202300014152,22,11,2023,08:30,1,033,33535,2,6,1,3,D936,44.839195,-0.4899,3,936,-1,,2,2,0,1,6,134,2,,7,1,0,1,-1
202300014152,22,11,2023,08:30,1,033,33535,2,6,1,3,D936,44.839195,-0.4899,3,,-1,,2,2,-1,1, -1, -1,1,, -1,1,0,1,50
202300014173,21,11,2023,00:40,4,033,33063,1,1,2,1,ROCADE A 630,44.88489799,-0.5600962,1,ROCADE A 630,0,,1,1,0,3,4,950,3,, -1,2,3,1,50
202300014260,7,7,2023,16:35,1,033,33550,1,1,1,2,ROCADE A 630,44.78161,-0.5826,1,ROCADE A 630,0,,3,8,0,1,29,300,1,, -1,1,0,1,90
202300014263,7,7,2023,16:05,1,033,33063,1,1,1,2,ROCADE A 630,44.88070806,-0.54144144,1,ROCADE A 630,0,,3,6,0,2,3,585,1,,14,1,2,1,70
202300014472,11,8,2023,18:30,1,033,33063,2,1,1,2,Quai des Chartrons,44.85246,-0.56766,4,QUAI DES CHARTRONS,0,,3,4,0,1, -1, -1,1,, -1,1,8,1,50
202300014473,11,8,2023,12:15,1,033,33529,1,1,1,3,RD 1250 (OUSTALET - BONNEVAL),44.61835,-1.12618,2,RD 1250 (OUSTALET - BONNEVAL),0,,2,2,0,1,40,900,1,, -1,1,0,1,80
202300014551,20,11,2023,23:40,3,033,33063,2,1,2,1,Bretelle de sortie A630 E4 via Cours Charles Bricaud,44.8859,-0.5612,1,BRETELLE DE SORTIE (précision),0,,1,2,0,1,5,0,3,, -1,2,3,1,50
202300014593,2,6,2023,07:27,1,033,33063,1,1,1,7,ROCADE A 630,44.8846,-0.5612,1,ROCADE A 630,0,,1,1,0,2,5,0,3,,14,1,3,1,70
202300014597,6,7,2023,09:05,1,033,33063,2,3,1,3,Boulevard Alfred Daney,44.875,-0.5542,4,BD ALFRED DANEY,0,,2,4,2,1, -1, -1,1,, -1,1,0,1,50
202300014597,6,7,2023,09:05,1,033,33063,2,3,1,3,Boulevard Alfred Daney,44.875,-0.5542,4,RUE CHARLES MARTIN,0,,2,2,0,1, -1, -1,1,, -1,1,0,1,50
202300014599,31,5,2023,07:55,1,033,33013,1,1,1,4,ROUTE NATIONALE 89,44.86644201,-0.48696846,2,ROUTE NATIONALE 89,0,,3,4,0,1,48,701,1,,10,1,0,1,90
202300014783,17,9,2023,18:15,1,033,33474,1,1,1,4,AUTOROUTE A 62,44.672009,-0.475206,1,AUTOROUTE A 62,0,,3,4,0,1,13,0,1,, -1,1,0,1,130
202300014872,27,12,2023,16:30,2,033,33317,1,1,1,7,5 Lieu Dit la Massonne,45.030715,-0.308191,4,,-1,,2,2,0,2, -1, -1,1,, -1,1,0,1,50
202300014941,16,9,2023,12:50,1,033,33075,2,1,1,3,Boulevard Jacques Chaban-Delmas,44.88303555,-0.58474034,4,AVE J. CHABAN DELMAS,0,,2,2,0,1, -1, -1,1,, -1,1,0,1,50
202300015027,25,12,2023,19:00,3,033,33529,1,1,5,2,CAZAUX (BD DE),44.5619,-1.1506,3,CAZAUX (BD DE),0,,3,4,0,1,8,670,1,, -1,1,0,1,80
202300015174,25,12,2023,16:38,1,033,33281,1,1,1,6,ROCADE A 630,44.85484813,-0.6641372,1,ROCADE A 630,0,,3,6,0,1,14,317,1,, -1,1,3,1,90
202300015177,16,9,2023,12:50,1,033,33199,2,3,1,3,AllÃ©e de Bordeaux,44.625282,-1.05531,3,260,0,D,2,2,1,1,4,50,1,,4,1,0,1,50
202300015177,16,9,2023,12:50,1,033,33199,2,3,1,3,AllÃ©e de Bordeaux,44.625282,-1.05531,3,,-1,,2,2,-1,1, -1, -1,1,, -1,1,0,1,50
202300015194,16,9,2023,21:00,3,033,33003,1,1,1,2,Avenue de la Presqu'Ile,44.945453,-0.521218,4,113,0,,2,2,0,1, -1, -1,1,, -1,1,0,1,80
202300015238,3,2,2023,18:45,5,033,33069,2,1,1,6,Rue Raymond Poincare,44.86227,-0.59554,4,RUE RAYMOND POINCARE,0,,2,2,0,1, -1, -1,2,, -1,1,0,1,30
202300015239,3,2,2023,09:45,1,033,33522,2,1,1,6,Rue Henri de Toulouse Lautrec,44.7922,-0.58598,4,RUE HENRI DE TOULOUSE LAUTREC,0,,2,1,0,1, -1, -1,4,, -1,1,0,1,30
202300015400,1,2,2023,18:30,5,033,33281,2,3,1,3,Avenue Montesquieu,44.84638122,-0.63506824,4,AVE MONTESQUIEU,0,,2,2,2,1, -1, -1,1,, -1,1,-1,1,50
202300015400,1,2,2023,18:30,5,033,33281,2,3,1,3,Avenue Montesquieu,44.84638122,-0.63506824,4,RUE DE L'EMAILLERIE,0,,2,2,2,1, -1, -1,1,, -1,1,-1,1,50
202300015401,2,2,2023,17:25,1,033,33529,1,6,1,6,CAZAUX (BD DE) DU 02 ET +,44.61694809,-1.13757312,2,CAZAUX (BD DE) DU 02 ET +,0,,2,2,0,1,41,765,3,, -1,1,0,1,50
202300015403,1,2,2023,21:05,5,033,33529,2,1,1,1,PORT (RUE DU),44.63625117,-1.14453077,4,PORT (RUE DU),0,,2,2,0,1, -1, -1,1,, -1,1,0,1,50
202300015405,1,2,2023,15:40,1,033,33529,2,6,1,3,LECLERC (AVE DU GAL),44.64837,-1.15288,3,LECLERC (AVE DU GAL) DU 01 ET +,0,,3,2,1,1,18,130,2,, -1,1,0,1,50
202300015455,18,10,2023,08:55,1,033,33249,1,1,3,7,ROUTE NATIONALE 230,44.88082209,-0.51066577,2,ROUTE NATIONALE 230,0,,3,6,0,1,43,816,1,, -1,2,0,1,90
202300015456,18,10,2023,06:13,5,033,33397,1,1,2,4,AUTOROUTE A 10,44.914017,-0.480853,1,AUTOROUTE A 10,0,,3,6,0,1,539,0,1,, -1,2,0,1,110
202300015541,16,10,2023,12:25,1,033,33063,2,1,1,2,Avenue de la RÃ©publique,44.83974,-0.60444,4,REPUBLIQUE CAUD (AVE DE LA),0,,1,2,3,1, -1, -1,1,, -1,1,0,1,50
202300015542,17,10,2023,13:20,1,033,33529,2,1,1,6,LESCA (RUE ANDRE),44.63864,-1.131423,4,LESCA (RUE ANDRE),0,,2,2,0,1, -1, -1,1,, -1,1,0,1,30
202300015708,24,4,2023,12:30,1,033,33326,1,1,1,1,D137 PR 42+100,45.315385,-0.576675,3,137,-1,,2,2,0,2,42,100,3,,7,1,0,1,80
202300015754,22,4,2023,20:20,1,033,33529,2,1,1,3,CARNOT (RUE DU PRESIDENT),44.62775341,-1.14321649,3,CARNOT (RUE DU PRESIDENT),0,,2,2,0,1,0,610,3,, -1,1,0,1,50
202300015919,11,8,2023,19:20,1,033,33490,2,1,1,6,50 Rue du GÃ©nÃ©ral de Gaulle,45.432793,-1.044288,4,,-1,,2,2,0,1, -1, -1,1,, -1,1,0,1,50
202300016013,11,8,2023,15:40,1,033,33005,2,1,1,6,2bis Allee des Cigales,44.742287,-1.090533,4,,-1,,1,1,0,1, -1, -1,1,, -1,1,0,1,50
202300016039,1,6,2023,20:50,1,033,33192,2,3,1,3,Rue d'Ornon,44.77224,-0.64036,4,CHEM D'ORNON,0,,2,2,2,1, -1, -1,1,, -1,1,0,1,50
202300016039,1,6,2023,20:50,1,033,33192,2,3,1,3,Rue d'Ornon,44.77224,-0.64036,4,RUE BERNARD PALISSY,0,,2,2,0,1, -1, -1,1,, -1,1,0,8,50
202300016041,30,7,2023,16:54,1,033,33324,2,1,1,6,55 Rue Jean Moulin,44.847031,0.239025,4,,0,,2,2,0,1, -1, -1,1,, -1,1,0,3,50
202300016044,12,8,2023,02:15,3,033,33056,1,6,1,6,Avenue du Port du Roy (Borne 7848),44.912251,-0.58035,4,,-1,,2,2,0,1, -1, -1,3,, -1,1,0,3,50
202300016044,12,8,2023,02:15,3,033,33056,1,6,1,6,Avenue du Port du Roy (Borne 7848),44.912251,-0.58035,4,,-1,,2, -1,-1,1, -1, -1,1,, -1,1,0,1,-1
202300016045,1,6,2023,12:40,1,033,33013,2,6,1,2,Avenue de l'Ile de France,44.84687,-0.49713,4,AVE DE L' ILE DE FRANCE,0,,2,2,0,1, -1, -1,1,, -1,1,0,1,50
202300016045,1,6,2023,12:40,1,033,33013,2,6,1,2,Avenue de l'Ile de France,44.84687,-0.49713,4,,-1,,2, -1,-1,1, -1, -1,1,, -1,1,0,1,50
202300016049,31,5,2023,15:25,1,033,33039,2,3,1,3,Rue des MÃ»riers,44.8139,-0.54966,4,,-1,,1,1,-1,1, -1, -1,1,, -1,1,0,1,-1
202300016049,31,5,2023,15:25,1,033,33039,2,3,1,3,Rue des MÃ»riers,44.8139,-0.54966,4,RUE DES MURIERS,0,,2,2,0,1, -1, -1,1,, -1,1,0,1,30
202300016084,9,8,2023,12:35,1,033,33122,1,1,1,4,AUTOROUTE A 63,44.75543196,-0.68755209,1,AUTOROUTE A 63,0,,3,6,0,1,6,0,1,, -1,1,3,1,90
202300016109,7,7,2023,16:40,1,033,33214,1,3,1,3,route de saumos,44.9761,-1.046737,3,5e3,0,D,2,2,0,1,8,20,1,,"5,5",1,5,1,80
202300016109,7,7,2023,16:40,1,033,33214,1,3,1,3,route de saumos,44.9761,-1.046737,3,6,0,D,2,3,0,1,41,200,1,,"5,5",1,5,1,80
202300016193,6,7,2023,18:07,1,033,33063,1,1,1,2,ROCADE A 630,44.88691113,-0.56942225,1,ROCADE A 630,0,,3,6,0,2,5,670,1,, -1,1,2,1,70
202300016234,15,3,2023,19:05,1,033,33063,2,1,1,6,Rue Albert,44.85575,-0.57942,4,RUE ALBERT,0,,2,2,0,1, -1, -1,1,, -1,1,0,3,30
202300016240,15,3,2023,12:10,1,033,33063,2,3,1,3,Rue Terrasson,44.820505,-0.573457,4,RUE BERTRAND DE GOTH,0,,1,1,2,1, -1, -1,1,, -1,1,-1,1,30
202300016240,15,3,2023,12:10,1,033,33063,2,3,1,3,Rue Terrasson,44.820505,-0.573457,4,RUE TERRASSON,0,,1,1,2,1, -1, -1,1,, -1,1,-1,1,30
202300016246,14,3,2023,15:30,1,033,33200,2,6,1,2,Avenue de Magudas,44.85871,-0.67293,4,AVE DE MAGUDAS,0,,3,2,2,1, -1, -1,1,, -1,1,5,1,50
202300016246,14,3,2023,15:30,1,033,33200,2,6,1,2,Avenue de Magudas,44.85871,-0.67293,4,RUE DES SATELLITES,0,,2,2,1,1, -1, -1,1,, -1,1,0,1,50
202300016251,14,3,2023,08:50,1,033,33522,2,1,1,6,Avenue de l'UniversitÃ©,44.80184,-0.59798,4,AVE DE L'UNIVERSITE,0,,3,4,1,1, -1, -1,1,, -1,2,0,1,50
202300016256,15,3,2023,20:15,5,033,33529,2,1,1,2,DE GAULLE ( AVE CHARLES) 01 AU 85,44.63744,-1.12524,3,DE GAULLE ( AVE CHARLES) 01 AU 85,0,,2,2,1,1,14,902,1,, -1,1,0,1,30
202300016262,15,3,2023,15:15,1,033,33529,2,3,1,3,RAMOND (RUE CLEMENT),44.63086,-1.14523,4,DAUSSY (RUE PAUL),0,,2,2,0,1, -1, -1,1,, -1,1,0,1,50
202300016262,15,3,2023,15:15,1,033,33529,2,3,1,3,RAMOND (RUE CLEMENT),44.63086,-1.14523,4,RAMOND (RUE CLEMENT),0,,1,1,0,1, -1, -1,1,, -1,1,0,1,50
202300016434,5,7,2023,20:00,1,033,33063,2,2,1,3,Rue de Macau,44.85598035,-0.5886282,4,RIVIERE (RUE DE),0,,1,2,1,1, -1, -1,1,, -1,1,0,1,30
202300016434,5,7,2023,20:00,1,033,33063,2,2,1,3,Rue de Macau,44.85598035,-0.5886282,4,RUE DE MACAU,0,,1,2,0,1, -1, -1,1,, -1,1,0,1,30
202300016439,5,7,2023,02:40,3,033,33063,2,1,1,1,Rue Achard,44.86488,-0.54941,4,ACHARD (RUE ),0,,3,2,0,1, -1, -1,1,, -1,9,9,6,50
202300016443,4,7,2023,20:02,1,033,33119,2,1,1,6,Avenue Georges ClÃ©menceau,44.85074882,-0.50875336,4,AVE GEORGES CLEMENCEAU,0,,-1,2,3,1, -1, -1,1,, -1,1,6,4,30
202300016534,31,5,2023,15:30,1,033,33284,1,1,1,5,A63,44.64769534,-0.83718985,1,63,-1,A,3,2,0,1,23,0,1,,10,1,0,1,110
202300016578,1,6,2023,07:30,1,033,33165,2,1,1,3,Chemin Profond,44.82561128,-0.43184102,4,,-1,,2,2,0,2, -1, -1,1,, -1,1,0,1,50
202300016651,18,11,2023,18:10,2,033,33192,2,1,1,6,159 Cours du GÃ©nÃ©ral de Gaulle,44.77305,-0.61421,4,CRS DU GENERAL DE GAULLE,0,,2,2,0,1, -1, -1,1,, -1,1,0,1,50
202300016652,16,3,2023,13:20,1,033,33233,1,1,1,1,route dÃ©partementale 22,45.11322,-0.360988,3,22,0,D,2,2,0,1, -1, -1,1,,"5,5",1,0,1,80
202300016655,18,11,2023,07:18,5,033,33063,2,1,1,6,Cours Charles Bricaud,44.89406359,-0.56567252,4,BRICAUD (CRS CHARLES),0,,2,4,3,1, -1, -1,1,, -1,1,0,4,30
202300016784,24,12,2023,03:05,3,033,33162,1,1,1,6,ROCADE A 630,44.87075629,-0.64298432,1,ROCADE A 630,0,,3,6,0,1,12,154,1,, -1,2,0,1,90
202300016860,15,9,2023,19:10,1,033,33522,2,3,1,2,Rue Peydavant,44.80434011,-0.5867359,4,PEYDAVANT (RUE ),0,,2,2,0,1, -1, -1,1,, -1,1,0,5,50
202300016860,15,9,2023,19:10,1,033,33522,2,3,1,2,Rue Peydavant,44.80434011,-0.5867359,4,RUE DE MEGRET,0,,2,2,2,1, -1, -1,1,, -1,1,0,5,50
202300016863,15,9,2023,02:15,3,033,33281,2,1,1,6,Avenue de la LibÃ©ration,44.85468741,-0.64427599,4,AVE DE LA LIBERATION,0,,2,2,2,1, -1, -1,1,, -1,1,0,1,50
202300016895,15,3,2023,17:17,1,033,33143,1,1,1,2,AUTOROUTE A 10,44.97316776,-0.43428183,1,AUTOROUTE A 10,0,,3,6,0,1,531,130,1,, -1,1,2,1,130
202300017064,23,12,2023,19:35,3,033,33421,1,1,2,1,D670,44.80742364,-0.13535634,3,670,0,A,2,2,0,1,38,300,1,,7,2,0,1,80
202300017116,24,12,2023,08:00,1,033,33056,1,1,2,1,Avenue de Labarde -Rd 209,44.92049,-0.56258,4,209,-1,,2,2,0,1, -1, -1,1,, -1,2,0,1,80
202300017156,15,9,2023,18:47,1,033,33192,1,1,1,2,ROCADE A 630,44.789819,-0.613548,1,ROCADE A 630,0,,3,8,0,1,25,750,1,, -1,1,0,1,90
202300017157,15,9,2023,17:10,1,033,33366,1,1,1,4,AUTOROUTE A 10,44.982979,-0.428564,1,AUTOROUTE A 10,0,,3,6,0,1,530,0,1,, -1,1,0,1,130
202300017158,15,9,2023,11:50,1,033,33192,1,1,1,4,ROCADE A 630,44.789893,-0.614323,1,ROCADE A 630,0,,3,6,0,1,25,700,1,, -1,1,0,1,90
202300017231,26,1,2023,20:50,5,033,33085,2,1,2,6,Route des 2 Ponts,44.769124,-0.493516,3,10,-1,D,2,2,0,1,84,500,1,,7,2,0,3,50
202300017294,27,1,2023,08:00,1,033,33281,2,3,1,3,Avenue du MarÃ©chal Lyautey,44.8543,-0.65675,4,AVE DU CHATEAU D'EAU,0,,2,2,0,1, -1, -1,1,, -1,9,0,1,50
202300017294,27,1,2023,08:00,1,033,33281,2,3,1,3,Avenue du MarÃ©chal Lyautey,44.8543,-0.65675,4,AVE DU MARECHAL LYAUTEY,0,,2,2,0,1, -1, -1,1,, -1,9,0,1,30
202300017512,16,10,2023,21:15,3,033,33424,1,1,1,6,D1215,45.14026603,-0.8178808,3,1215,-1,D,3,2,0,1,42,163,1,,7,1,0,1,110
202300017530,25,4,2023,16:35,1,033,33122,1,1,1,4,AUTOROUTE A 63,44.74455,-0.70406,1,AUTOROUTE A 63,0,,3,4,0,1,7,910,1,, -1,1,0,1,110
202300017684,4,7,2023,18:55,1,033,33063,2,2,1,3,Avenue de MÃ©rignac,44.83877,-0.62592,4,MERIGNAC (AVENUE DE),0,,2,3,2,1, -1, -1,1,, -1,1,5,1,50
202300017684,4,7,2023,18:55,1,033,33063,2,2,1,3,Avenue de MÃ©rignac,44.83877,-0.62592,4,RUE ALFRED DE MUSSET,0,,2,3,2,1, -1, -1,1,, -1,1,5,1,30
202300017808,9,8,2023,10:10,1,033,33122,1,1,1,4,AUTOROUTE A 63,44.73308,-0.72217,1,AUTOROUTE A 63,0,,3,4,0,1,9,699,1,,10,1,0,1,110
202300017888,9,8,2023,23:00,5,033,33063,2,1,1,2,Rue GÃ©nÃ©ral de Larminat,44.8335,-0.59214,4,RUE GENERAL DE LARMINAT,0,,2,4,3,1, -1, -1,1,, -1,1,0,1,50
202300017910,5,7,2023,18:43,1,033,33039,1,1,1,3,A630,44.80446064,-0.53183377,1,ROCADE A 631,0,,3,5,0,1,0,360,1,, -1,1,3,1,90
202300017911,5,7,2023,10:10,1,033,33448,1,1,1,7,AUTOROUTE A 62,44.69525,-0.49792,1,AUTOROUTE A 62,0,,1,1,0,2,9,500,3,, -1,1,0,1,50
202300017914,4,7,2023,18:20,1,033,33550,1,1,1,3,ROCADE A 630,44.77964933,-0.57428974,1,ROCADE A 630,0,,3,6,0,1,29,1 008,1,,14,1,0,1,90
202300018008,10,8,2023,07:00,1,033,33540,1,1,1,6,Rue de l?Abbe Banneau,45.349702,-1.042371,4,,-1,,2,2,0,1, -1, -1,1,, -1,1,0,3,80
202300018012,9,8,2023,20:30,2,033,33506,2,1,1,6,1074 Route de La rÃ©ole,44.68376,-0.076457,3,670,0,D,2,2,0,2,53,850,1,,7,1,0,3,50
202300018014,9,8,2023,23:30,3,033,33404,1,1,1,2,Route dÃ©partementale 16,44.631238,0.079629,3,16,0,D,2,2,0,2,22,100,1,,4,1,0,1,80
202300018018,6,8,2023,19:50,1,033,33236,1,3,1,3,D106,44.686497,-1.246321,3,106,0,D,2,2,0,1,62,175,3,,"5,5",1,0,1,70
202300018018,6,8,2023,19:50,1,033,33236,1,3,1,3,D106,44.686497,-1.246321,3,,-1,,2, -1,-1,1, -1, -1,1,, -1,1,0,1,70
202300018038,31,5,2023,12:55,1,033,33119,2,2,1,3,Rue du Docteur Pierre Masfrand,44.85804,-0.53539,4,RUE ALBERT DUPEYRON,0,,2,2,0,1, -1, -1,1,, -1,1,0,1,30
202300018038,31,5,2023,12:55,1,033,33119,2,2,1,3,Rue du Docteur Pierre Masfrand,44.85804,-0.53539,4,RUE DU DOCTEUR PIERRE MASFRAND,0,,1,2,2,1, -1, -1,1,, -1,1,0,1,30
202300018171,9,8,2023,12:10,1,033,33063,1,1,1,6,ROCADE A 630,44.8839009,-0.55809259,1,ROCADE A 630,0,,1,1,0,4,4,723,3,, -1,8,3,1,50
202300018177,8,8,2023,12:10,1,033,33096,1,1,1,2,AUTOROUTE A 10,44.89118802,-0.50207734,1,AUTOROUTE A 10,0,,3,7,0,1,542,99,1,,14,1,3,1,90
202300018181,8,8,2023,09:40,1,033,33122,1,1,1,4,AUTOROUTE A 63,44.75293,-0.69114,1,AUTOROUTE A 63,0,,3,4,0,1,6,500,1,,10,1,0,1,90
202300018183,4,7,2023,22:31,5,033,33039,2,1,1,2,Route de Toulouse,44.78466,-0.56618,4,TOULOUSE (RTE DE),0,,3,2,0,1, -1, -1,1,, -1,1,0,3,50
202300018267,18,11,2023,00:55,3,033,33075,1,1,1,6,ROCADE A 630,44.88779288,-0.5796361,1,ROCADE A 630,0,,3,6,0,1,6,500,1,, -1,1,2,1,90
202300018399,31,5,2023,07:15,1,033,33494,1,1,1,2,17 Route de Lacanau,44.939937,-0.833289,3,6,0,D,-1,2,0,1,23,460,1,,7,1,0,1,80
202300018418,31,5,2023,10:20,1,033,33096,1,1,1,3,AUTOROUTE A 10,44.89058375,-0.50245017,1,AUTOROUTE A 10,0,,3,6,0,1,542,200,1,,14,1,3,1,110
202300018424,14,3,2023,12:40,1,033,33063,2,1,3,6,Rue Esprit-Des-Lois,44.84306861,-0.57295337,4,RUE ESPRIT-DES-LOIS,0,,2,2,0,2, -1, -1,1,, -1,2,0,1,50
202300018427,14,3,2023,08:40,1,033,33039,2,3,2,3,Avenue LÃ©nine,44.79788452,-0.55269331,4,AVE LENINE,0,,2,2,1,2, -1, -1,1,, -1,2,2,1,50
202300018427,14,3,2023,08:40,1,033,33039,2,3,2,3,Avenue LÃ©nine,44.79788452,-0.55269331,4,,-1,,-1, -1,0,1, -1, -1,1,, -1,2,0,1,50
202300018524,15,9,2023,09:35,1,033,33281,1,1,1,4,ROCADE A 630,44.847985,-0.669321,1,ROCADE A 630,0,,3,6,0,1,15,411,1,,14,1,0,1,90
202300018531,17,11,2023,16:30,1,033,33063,2,9,1,6,Cours de la Marne,44.82861818,-0.56285352,4,CRS DE LA MARNE,0,,2,4,2,1, -1, -1,1,, -1,1,0,1,30
202300018531,17,11,2023,16:30,1,033,33063,2,9,1,6,Cours de la Marne,44.82861818,-0.56285352,4,MEUNIER DIT MUREINE (PCE ANDRE),0,,2,2,0,1, -1, -1,1,, -1,1,0,1,30
202300018710,13,3,2023,08:30,1,033,33063,1,1,1,4,ROCADE A 630,44.88022,-0.53835,1,ROCADE A 630,0,,3,6,0,2,3,509,1,, -1,1,2,1,70
202300018774,13,9,2023,20:30,4,033,33063,2,3,1,6,Boulevard des FrÃ¨res Moga,44.82660558,-0.54754883,4,BD DES FRERES MOGA,0,,2,4,0,1, -1, -1,1,, -1,1,5,1,50
202300018774,13,9,2023,20:30,4,033,33063,2,3,1,6,Boulevard des FrÃ¨res Moga,44.82660558,-0.54754883,4,RUE LA SEIGLIERE,0,,2,2,0,1, -1, -1,1,, -1,1,5,1,30
202300019070,14,9,2023,19:20,1,033,33249,1,1,1,3,AUTOROUTE A 10,44.8854,-0.50855,1,AUTOROUTE A 10,0,,3,6,0,2,542,961,1,,10,1,3,1,90
202300019141,22,12,2023,21:35,5,033,33019,2,2,2,3,Rue du Port,44.681451,-1.015012,4,,-1,,2,2,-1,1, -1, -1,1,, -1,2,0,1,50
202300019141,22,12,2023,21:35,5,033,33019,2,2,2,3,Rue du Port,44.681451,-1.015012,4,port,-1,,2,2,1,1, -1, -1,1,, -1,2,0,1,50
202300019166,22,12,2023,12:35,1,033,33249,1,1,2,4,ROUTE NATIONALE 230,44.8811691,-0.51108956,2,ROUTE NATIONALE 230,0,,3,6,0,1,43,860,1,, -1,2,0,1,90
202300019168,22,12,2023,07:35,3,033,33554,1,1,2,2,ROUTE NATIONALE 89,44.86911748,-0.46932921,2,ROUTE NATIONALE 89,0,,3,6,0,1,47,229,1,, -1,2,3,1,90
202300019281,14,10,2023,12:50,1,033,33366,2,1,1,3,Rue Emile Martin Dantagnan,44.994206,-0.441915,3,670,0,D,2,2,0,1,0, -1,1,,7,1,0,1,50
202300019285,16,10,2023,05:45,3,033,33039,1,1,1,2,ROCADE A 630,44.8001,-0.53564,1,ROCADE A 630,0,,3,6,0,1,33,740,1,, -1,1,0,1,90
202300019325,15,10,2023,16:40,1,033,33069,2,2,1,3,Boulevard Pierre 1er,44.85705,-0.59118,4,PIERRE 1ER (BD ),0,,2,4,3,1, -1, -1,1,, -1,1,5,1,50
202300019325,15,10,2023,16:40,1,033,33069,2,2,1,3,Boulevard Pierre 1er,44.85705,-0.59118,4,RUE DE TIVOLI,0,,2,2,3,1, -1, -1,1,, -1,1,5,1,50
202300019326,15,10,2023,06:10,4,033,33318,2,6,1,6,Avenue Gustave Eiffel,44.78159,-0.64981,4,AVE GUSTAVE EIFFEL,0,,2,2,1,1, -1, -1,3,, -1,1,5,1,50
202300019326,15,10,2023,06:10,4,033,33318,2,6,1,6,Avenue Gustave Eiffel,44.78159,-0.64981,4,,-1,,2,2,-1,1, -1, -1,1,, -1,1,0,1,-1
202300019327,15,10,2023,00:35,5,033,33063,2,2,1,3,RUE LUCIEN FAURE,44.86597,-0.56134,4,RACCORDEMENT (CRS DU),0,,2,3,0,1, -1, -1,1,, -1,1,0,1,50
202300019327,15,10,2023,00:35,5,033,33063,2,2,1,3,RUE LUCIEN FAURE,44.86597,-0.56134,4,RUE LUCIEN FAURE,0,,3,4,3,1, -1, -1,1,, -1,1,0,1,50
202300019510,14,10,2023,23:25,5,033,33063,2,3,1,3,RUE RENE MAGNE,44.88885,-0.5412,4,AVE DU DOCTEUR SCHINAZI,0,,2,2,0,1, -1, -1,1,, -1,1,0,1,50
202300019510,14,10,2023,23:25,5,033,33063,2,3,1,3,RUE RENE MAGNE,44.88885,-0.5412,4,RUE RENE MAGNE,0,,2,2,0,1, -1, -1,1,, -1,1,0,1,50
202300019543,24,4,2023,13:25,1,033,33433,1,1,1,5,25 Route d'AmbarÃ©s,44.920361,-0.447677,3,242,-1,,2,2,0,1,2,400,1,,7,1,0,1,80
202300019546,21,4,2023,14:25,1,033,33436,1,1,1,1,D111,44.60658632,-0.62040567,3,111,-1,,2,2,0,1,17,715,1,,4,1,0,1,80
202300019652,21,4,2023,10:58,1,033,33529,2,1,1,7,CAZAUX (BD DE) DU 02 ET +,44.61477151,-1.13606036,3,CAZAUX (BD DE) DU 02 ET +,0,,-1,2,0,1,2,300,3,, -1,1,9,1,50
202300019654,21,4,2023,09:35,1,033,33009,2,1,1,6,RD1250,44.6526,-1.15872,3,RD1250,0,,2,2,0,1,47,815,1,,7,1,0,3,50
202300019689,5,7,2023,10:30,1,033,33366,1,1,1,2,D1010,44.983036,-0.450965,3,1010,0,D,2,2,0,1,23,110,1,,7,1,0,1,80
202300019691,25,6,2023,17:15,1,033,33439,1,1,1,7,D135,45.114246,-0.419025,3,135,-1,,2,2,0,1,37,280,2,,"4,5",1,0,3,80
202300019810,8,8,2023,17:30,1,033,33529,2,1,1,1,TOURTERELLES (ALL. DES),44.62365488,-1.20161757,4,TOURTERELLES (ALL. DES),0,,2,0,0,1, -1, -1,1,, -1,1,0,1,30
202300020056,9,8,2023,12:15,1,033,33554,2,1,1,3,Route de Sainte-eulalie,44.887241,-0.473061,3,,-1,,2,2,0,4,5,175,4,, -1,1,0,1,50
202300020072,7,8,2023,10:35,1,033,33122,1,1,1,4,AUTOROUTE A 63,44.7444,-0.70442,1,AUTOROUTE A 63,0,,3,2,0,1,7,800,1,,10,1,9,1,110
202300020085,2,8,2023,19:30,1,033,33362,1,1,1,3,Rue des platiÃ¨res,45.02953173,-0.19545928,4,N,0,N,2,2,0,1, -1, -1,3,, -1,1,0,1,70
