Num_Acc,jour,mois,an,hrmn,lum,dep,com,agg,int,atm,col,adr,lat,long,catr,voie,v1,v2,circ,nbv,vosp,prof,pr,pr1,plan,lartpc,larrout,surf,infra,situ,vma
202000002376,3,7,2020,13:20,1,033,33063,2,2,1,6,CRS DE LA MARNE / RUE KLEBER,44.83018,-0.56979,4,CRS DE LA MARNE,0,,2,2,0,1,(1),(1),1,, -1,1,0,1,50
202000002377,3,7,2020,07:29,1,033,33063,2,8,1,6,RUE CHARLES DOMERCQ,44.82534,-0.55704,4,RUE CHARLES DOMERCQ,0,,2,4,3,1,(1),(1),1,, -1,1,4,6,50
202000002378,23,7,2020,21:05,2,033,33009,2,1,1,7,OCEAN (BD DE L'.),44.66023,-1.19077,4,OCEAN (BD DE L'.),0,,2,4,2,2,(1),(1),3,, -1,1,0,5,50
202000002490,23,7,2020,17:20,1,033,33162,1,1,1,5,ROCADE A 630,44.86242,-0.65689,1,630,0,,3,6,0,1,13,105,1,, -1,1,0,1,70
202000002491,23,7,2020,18:40,1,033,33281,1,1,1,5,ROCADE A 630,44.85393,-0.66482,1,630,0,,3,6,0,1,14,477,1,, -1,1,0,1,90
202000002492,23,7,2020,10:35,1,033,33249,1,1,1,2,ROUTE NATIONALE 230,44.87939,-0.5098,2,230,0,,3,6,0,1,43,678,1,, -1,1,0,1,90
202000002657,24,11,2020,07:10,3,033,33063,1,1,1,6,Parking hÃ´pital Pellegrin,44.82857,-0.60706,6,Parking hôpital Pellegrin,0,,-1,-1,0,1,(1),(1),1,, -1,1,9,1,20
202000002695,30,11,2020,00:00,5,033,33550,2,1,1,6,CHEM DE CAMPARIAN,44.77332,-0.57594,4,CHEM DE CAMPARIAN,0,,2,4,2,1,(1),(1),4,, -1,1,0,4,50
202000002764,29,11,2020,21:50,3,033,33065,1,1,1,6,ROUTE NATIONALE 230,44.81391,-0.52083,2,230,0,,3,6,0,1,35,507,1,, -1,1,0,1,90
202000002951,20,5,2020,12:45,1,033,33080,1,1,1,2,AUTOROUTE A 62,44.74036,-0.53575,1,62,0,,3,4,0,1,3,869,1,,10,1,0,1,130
202000002991,19,5,2020,20:06,1,033,33522,2,3,1,2,BD DU PDT FRANKLIN ROOSEVELT / RUE REGIS,44.81822,-0.57809,4,BD DU PDT FRANKLIN ROOSEVELT,0,,2,6,2,1,(1),(1),1,, -1,1,5,1,50
202000002992,19,5,2020,18:30,1,033,33200,2,2,1,3,AVE PASTEUR / RUE BERNARD DE GIRARD,44.86783,-0.67022,4,AVE PASTEUR,0,,2,5,2,1,(1),(1),1,, -1,1,5,1,50
202000002993,19,5,2020,17:30,1,033,33075,1,9,1,5,RTE DU MEDOC / ROCADE A630 -E7-,44.879676,-0.6269014,1,A630,0,,1,2,0,2,10,530,1,,10,1,3,8,50
202000002994,19,5,2020,16:02,1,033,33063,2,1,1,1,97 Rue Detrois,44.8421,-0.61353,4,RUE DETROIS,0,,1,1,0,1,(1),(1),1,, -1,1,0,1,50
202000002995,19,5,2020,11:40,1,033,33529,2,3,1,5,D217 Bd dy Pyla,44.63334,-1.16397,3,217,0,,2,2,0,1,2,880,1,,"5,5",1,0,1,50
202000003064,4,3,2020,20:15,3,033,33162,1,1,3,2,Avenue du MÃ©doc,44.89356,-0.66839,4,AVE DU MEDOC,0,,3,4,0,1,0,0,2,, -1,2,5,1,50
202000003186,5,3,2020,10:30,1,033,33080,1,1,2,2,AUTOROUTE A 62,44.73019,-0.52953,1,62,0,,3,4,0,1,5,119,1,, -1,2,0,1,130
202000003245,4,3,2020,12:10,1,033,33167,2,9,3,6,RN230 / D936 (sortie bretelle ech24),44.84342,-0.50406,2,230,0,,1,1,0,1,39,580,3,, -1,2,3,1,50
202000003246,4,3,2020,01:25,5,033,33063,2,1,1,2,CRS DE L'YSER,44.82256,-0.57094,4,CRS DE L'YSER,0,,2,4,2,1,(1),(1),1,, -1,1,0,1,50
202000003295,8,9,2020,23:00,4,033,33063,2,1,1,6,RUE PIERRE TREBOD,44.85885,-0.58489,4,RUE PIERRE TREBOD,0,,2,2,0,1,(1),(1),1,, -1,1,0,4,50
202000003296,18,9,2020,12:50,1,033,33529,1,1,1,6,BISCAROSSE (AVE) DUNE VERS BISCA,44.56978,-1.22661,3,804,0,,2,2,-1,2,27,900,1,, -1,1,-1,5,30
202000003423,16,9,2020,03:50,3,033,33199,1,6,1,6,A660,44.61485,-1.072476,1,660,-1,,3,4,0,1,19,740,1,, -1,1,8,1,50
202000003434,19,9,2020,18:30,1,033,33146,2,1,2,1,D2,45.107473,-0.729185,3,2,-1,,2,2,0,1,55,550,1,, -1,8,0,1,50
202000003446,18,9,2020,20:40,5,033,33249,1,1,1,4,ROUTE NATIONALE 230,44.8853,-0.5097,2,230,0,,1,2,0,2,44,598,3,, -1,1,3,1,50
202000003552,23,6,2020,10:35,1,033,33393,2,1,1,2,104 Route de Coutras,44.99226,-0.197958,3,D674,-1,,2,2,0,1,21,630,1,, -1,1,0,1,50
202000003553,2,6,2020,20:20,1,033,33211,2,1,1,7,5 Chemin de Blanquefort,45.006138,-0.643302,4,,-1,,2,2,0,1,(1),(1),1,,4,1,0,1,50
