Num_Acc,jour,mois,an,hrmn,lum,dep,com,agg,int,atm,col,adr,lat,long,catr,voie,v1,v2,circ,nbv,vosp,prof,pr,pr1,plan,lartpc,larrout,surf,infra,situ,vma
202000003560,22,6,2020,17:50,1,033,33063,1,1,1,5,ROCADE A 630,44.88296,-0.5532,1,630,0,,3,3,0,2,4,300,1,,14,1,2,1,70
202000003583,21,6,2020,16:40,1,033,33281,2,4,1,2,AVE MARCEL DASSAULT / Rocade A630  -E10-,44.8433106,-0.672495,1,A630,0,,1,1,0,1,16,0,1,,14,1,3,1,50
202000003698,2,2,2020,12:00,1,033,33234,2,3,1,6,6 Chemin de la Croix d'Ardit,44.80406,-0.50054,3,10E4,0,E,2,2,0,2,0,260,1,, -1,1,0,3,50
202000003710,2,2,2020,22:15,3,033,33474,1,1,1,5,AUTOROUTE A 62,44.67206,-0.47515,1,62,0,,3,4,0,1,13,0,1,, -1,1,0,1,110
202000003885,22,7,2020,15:50,1,033,33009,2,1,1,2,DEGANNE (BD) DU 01 AU 35,44.65409,-1.14787,4,DEGANNE (BD) DU 01 AU 35,0,,2,2,0,1,(1),(1),1,, -1,1,0,1,50
202000004008,22,7,2020,17:15,1,033,33122,1,1,1,5,AUTOROUTE A 63,44.75406,-0.68913,1,63,0,,3,6,0,1,6,179,1,, -1,1,3,1,90
202000004009,20,7,2020,19:20,1,033,33550,1,1,1,6,AUTOROUTE A 62,44.77545,-0.55702,1,AUTOROUTE A 62,0,,3,4,0,1,0,759,3,, -1,1,0,1,50
202000004037,17,10,2020,01:25,3,033,33162,1,1,1,6,ROCADE A 630,44.85783,-0.66207,1,630,0,,3,4,0,1,13,800,1,, -1,1,0,3,70
202000004111,16,10,2020,17:50,1,033,33063,2,2,1,3,CRS DE L'YSER,44.82574,-0.5697,4,CRS DE L'YSER,0,,2,4,2,1,(1),(1),1,, -1,1,0,1,50
202000004113,16,10,2020,07:50,5,033,33522,2,1,1,-1,CRS DE LA LIBERATION,44.79899,-0.59869,4,CRS DE LA LIBERATION,0,,2,6,2,1,(1),(1),1,, -1,1,0,1,50
202000004115,15,10,2020,21:00,5,033,33063,2,1,8,3,RUE LUCIEN FAURE,44.86527,-0.5599,4,RUE LUCIEN FAURE,0,,2,6,2,1,(1),(1),1,, -1,1,-1,6,50
202000004203,23,8,2020,01:45,3,033,33199,1,6,1,6,"A660, PK 019.750",44.614705,-1.072819,1,660,0,,3,4,0,1,19,750,3,, -1,1,8,8,50
202000004237,22,8,2020,19:10,1,033,33324,1,4,1,7,D 708 Aux Grandes Joualles,44.80129,0.22588,3,708,-1,,2,2,0,1,4,850,4,, -1,1,0,1,80
202000004252,22,8,2020,22:53,3,033,33013,1,3,1,2,N230 / N89,44.86847,-0.50264,2,230,0,,1,4,0,1,42,350,1,, -1,1,3,1,50
202000004332,17,10,2020,15:47,1,033,33214,1,1,1,6,D6e1,45.050907,-1.173391,3,6E1,-1,,2,2,0,2,6,655,2,, -1,1,0,3,80
202000004358,22,8,2020,00:05,5,033,33063,1,4,1,3,AVE DE NONTRASTE,44.87736,-0.56654,4,AVE DE NONTRASTE,0,,2,2,0,2,(1),(1),1,, -1,1,0,1,50
202000004475,18,12,2020,17:00,1,033,33448,2,1,1,1,D214,44.714416,-0.50211,3,214,0,,2,2,0,1,17,680,1,, -1,1,0,1,50
202000004548,5,12,2020,16:45,1,033,33234,2,1,2,1,Rue du Bourg,44.785073,-0.495635,4,rue du Bourg,-1,,2,2,0,2,(1),(1),2,, -1,2,0,1,50
202000004560,21,11,2020,14:45,1,033,33063,2,3,1,3,CRS D'ALBRET,44.83723,-0.5812,4,CRS D'ALBRET,0,,2,4,1,1,(1),(1),1,, -1,1,0,1,50
202000004637,27,11,2020,14:00,1,033,33550,2,6,1,3,RUE RAYMOND BIERGE,44.77267,-0.57682,4,RUE RAYMOND BIERGE,0,,2,2,0,1,(1),(1),1,, -1,1,0,8,50
202000004638,11,11,2020,02:53,4,033,33550,2,1,1,6,RTE DE TOULOUSE,44.78857,-0.56676,4,RTE DE TOULOUSE,0,,2,2,0,1,(1),(1),1,, -1,1,0,3,50
202000004722,27,11,2020,22:00,3,033,33417,1,1,1,7,Route des Landes,44.94878,-0.905637,3,5,-1,,2,2,0,1,20,123,1,, -1,1,0,1,80
202000004732,27,11,2020,20:55,5,033,33397,1,1,1,2,AUTOROUTE A 10,44.92264,-0.47419,1,10,0,,3,6,0,1,537,900,1,, -1,1,0,1,130
202000004733,27,11,2020,16:15,1,033,33013,1,1,1,4,ROUTE NATIONALE 230,44.84797,-0.50303,2,230,0,,3,6,0,1,40,69,1,, -1,1,0,1,90
202000004734,25,11,2020,09:10,1,033,33192,1,1,1,5,ROCADE A 630,44.78944,-0.61941,1,630,0,,3,6,0,1,25,294,1,, -1,1,0,1,90
202000004735,24,11,2020,13:20,1,033,33192,1,1,1,4,ROCADE A 630,44.78992,-0.60637,1,630,0,,3,6,0,1,26,500,1,, -1,1,0,1,90
202000004955,18,5,2020,09:15,1,033,33199,1,1,1,4,A660,44.61461,-1.09166,1,660,-1,,3,2,0,1,21,300,1,,10,1,8,1,70
202000004973,18,5,2020,15:55,1,033,33281,1,1,1,2,ROCADE A 630,44.84088,-0.67427,1,630,0,,3,3,0,1,16,299,1,,14,1,0,1,90
202000005056,5,3,2020,07:11,2,033,33108,2,1,2,1,Rue Michel de Montaigne,44.85705,-0.03293,3,936,0,,2,2,0,1,45,650,1,, -1,2,0,1,50
202000005439,20,6,2020,17:00,1,033,33200,2,1,1,2,RUE TOUSSAINT CATROS,44.85995,-0.69583,4,RUE TOUSSAINT CATROS,0,,2,2,0,1,(1),(1),1,, -1,1,0,1,50
202000005440,17,6,2020,19:50,1,033,33039,2,2,1,3,AVE LENINE / RUE DILLY,44.7968967,-0.5559626,4,AVE LENINE,0,,2,6,-1,4,(1),(1),3,, -1,1,5,1,50
202000005575,20,6,2020,23:15,3,033,33333,1,1,1,2,rd 107,44.87551,-1.07253,3,107,-1,,2,2,0,1,11,260,1,,6,1,0,1,80
202000005581,31,1,2020,13:00,1,033,33013,2,6,2,3,AVE DE L' ILE DE FRANCE / BD FEYDEAU / AVE GAY LUSSAC,44.84909,-0.4969,4,AVE DE L' ILE DE FRANCE,0,,2,2,0,1,(1),(1),1,, -1,2,0,8,50
202000005618,20,6,2020,12:17,1,033,33096,1,1,1,2,AUTOROUTE A 10,44.89726,-0.49588,1,10,0,,3,3,0,1,541,299,1,,14,1,0,1,90
202000005725,31,1,2020,17:08,1,033,33352,1,1,8,1,D9e1,44.57857,-0.022808,3,9e1,-1,E,2,2,0,1,5,105,1,, -1,2,9,1,80
202000005741,22,1,2020,19:50,5,033,33019,2,1,8,6,24 AllÃ©e Ernest de BoissiÃ¨re,44.68369,-1.01574,3,3,-1,,2,2,0,1,92,489,1,, -1,2,6,1,50
202000005745,31,1,2020,11:00,1,033,33448,1,1,1,6,AUTOROUTE A 62,44.71918,-0.52156,1,62,0,,3,4,0,1,6,500,1,, -1,1,0,3,130
202000005816,20,7,2020,19:00,1,033,33063,2,2,1,3,RUE MONTGOLFIER / RUE FRERE,44.85316,-0.57669,4,RUE MONTGOLFIER,0,,1,1,0,1,(1),(1),1,, -1,1,0,8,50
202000005817,11,7,2020,02:00,3,033,33162,2,1,1,6,AVE JEAN MERMOZ,44.86194,-0.66602,4,AVE JEAN MERMOZ,0,,2,2,0,1,(1),(1),1,, -1,1,0,1,50
202000005890,22,7,2020,12:26,1,033,33437,1,1,1,5,D936,44.85504,-0.089929,3,936,-1,,2,2,0,1,40,920,1,, -1,1,0,1,-1
202000005966,16,10,2020,08:30,1,033,33080,1,1,1,3,AUTOROUTE A 62,44.75974,-0.54633,1,62,0,,3,4,0,1,1,549,1,, -1,1,0,1,110
202000005967,14,10,2020,08:15,1,033,33249,1,1,1,3,ROCADE A 630,44.88473,-0.51613,1,630,0,,-1,6,0,1,1,27,1,, -1,2,0,1,90
202000006027,15,10,2020,07:20,5,033,33039,2,4,1,3,ALL BOYER,44.80941,-0.53734,4,ALL BOYER,0,,2,2,0,1,(1),(1),1,, -1,1,0,8,30
202000006149,15,10,2020,18:05,1,033,33249,1,1,1,2,ROCADE A 630,44.88178,-0.52269,1,630,0,,3,6,0,1,1,659,1,, -1,1,0,1,90
202000006150,15,10,2020,00:10,3,033,33080,1,1,2,6,AUTOROUTE A 62,44.72936,-0.52897,1,62,0,,3,4,0,1,5,217,1,, -1,2,0,1,130
202000006161,21,8,2020,15:20,1,033,33540,1,3,1,2,D102,45.376071,-1.137916,3,102,-1,,2,2,0,1,1,620,1,, -1,1,0,1,80
202000006192,22,8,2020,12:10,1,033,33042,1,1,1,5,A63,44.51613,-0.84013,1,63,0,,3,6,0,2,38,90,1,, -1,1,0,1,130
202000006210,21,8,2020,18:30,1,033,33122,1,1,2,6,AUTOROUTE A 63,44.72083,-0.73845,1,63,0,,3,6,0,1,11,600,1,, -1,2,3,3,50
202000006211,21,8,2020,13:55,1,033,33063,1,1,2,3,ROCADE A 630,44.88408,-0.55927,1,630,0,,1,2,0,1,4,800,1,, -1,2,3,1,70
202000006245,20,8,2020,22:00,3,033,33281,2,2,1,3,avenue de BeaudÃ©sert,44.83669,-0.69397,4,avenue de Beaudésert,0,,2,4,2,1,(1),(1),1,, -1,1,0,1,50
202000006246,13,8,2020,12:20,1,033,33318,2,5,2,6,AVE DE BEUTRE,44.79947,-0.66337,4,BEUTRE (AVE DE),0,,1,1,0,1,(1),(1),1,, -1,2,9,1,50
202000006247,13,8,2020,07:30,2,033,33063,2,8,3,6,AVE THIERS / AVE ABADIE,44.8427326,-0.5558449,4,AVE THIERS,0,,3,2,3,1,(1),(1),1,, -1,2,4,6,50
202000006371,21,12,2020,18:08,3,033,33039,1,1,1,2,A631,44.81229,-0.53379,4,Voie sur berge,0,,3,6,0,1,(1),(1),1,, -1,2,0,1,90
202000006419,22,12,2020,20:50,3,033,33004,1,1,1,1,AmbÃ¨s,44.994191,-0.520368,3,Voie rapide Bassens Ambès,-1,,2,2,0,1,6,400,2,, -1,2,0,1,80
202000006431,22,12,2020,21:35,5,033,33063,2,4,1,7,AVE THIERS,44.85261,-0.53995,4,AVE THIERS,0,,3,6,3,1,(1),(1),1,, -1,1,0,1,50
202000006475,23,12,2020,18:20,5,033,33063,2,1,2,6,RUE DOCTEUR JEAN VINCENT,44.87609,-0.55947,4,RUE DOCTEUR JEAN VINCENT,0,,2,2,0,1,(1),(1),1,, -1,2,0,1,50
202000006476,27,11,2020,15:40,1,033,33281,2,1,1,2,AVE DE MAGUDAS,44.85635,-0.65173,4,AVE DE MAGUDAS,0,,2,4,2,1,(1),(1),1,, -1,1,0,1,50
202000006477,18,12,2020,08:45,2,033,33281,2,4,5,3,SOMME (AVE DE LA),44.83179,-0.65519,4,SOMME (AVE DE LA),0,,3,4,0,1,(1),(1),1,, -1,1,0,1,50
202000006582,26,11,2020,12:00,1,033,33506,2,3,7,3,Lieu Dit Balette,44.688217,-0.090991,3,672,-1,,2,2,0,1,36,10,1,, -1,1,0,1,50
202000006583,26,11,2020,16:30,1,033,33036,1,2,1,3,Lieu Dit le Pontet,44.449866,-0.205865,3,12,-1,,2,2,0,1,20,490,1,, -1,1,0,1,80
202000006643,25,11,2020,15:00,1,033,33032,2,4,1,3,RUE JEAN-JACQUES ROUSSEAU,44.90961,-0.5089,4,RUE DU TERTRE,0,,2,2,0,1,(1),(1),1,, -1,1,0,1,50
202000006644,25,11,2020,09:20,1,033,33281,2,1,1,2,RUE JACQUES PREVERT,44.84332,-0.67056,4,RUE JACQUES PREVERT,0,,2,2,0,1,(1),(1),1,, -1,1,0,1,50
202000006645,26,11,2020,00:50,5,033,33529,2,1,1,7,PYLA (BD DU),44.63338,-1.16308,3,217,0,,2,4,2,2,2,845,1,, -1,1,0,1,50
202000006646,25,11,2020,08:15,1,033,33529,2,1,1,3,DE GAULLE (AVE CHARLES) 02 ET +,44.63713,-1.1276,3,650,0,,2,2,1,1,15,110,1,, -1,1,-1,5,50
202000006832,16,5,2020,12:15,1,033,33042,2,1,1,2,D1010,44.514031,-0.793,3,1010,0,,2,2,0,3,87,255,1,,7,1,0,1,50
202000006867,16,5,2020,20:41,1,033,33162,2,2,1,3,AVE DU TAILLAN-MEDOC / RUE ANDRE BLANC,44.87714,-0.64247,4,AVE DU TAILLAN-MEDOC,0,,2,5,2,1,0,0,1,, -1,1,5,1,50
202000006868,16,5,2020,16:15,1,033,33529,1,1,1,7,RD804 piste cyclable,44.57228,-1.22012,3,804,0,,2,2,1,4,27,307,3,, -1,1,-1,5,20
202000006913,15,5,2020,18:45,1,033,33394,1,1,1,6,RD245 lieu dit Figeac,44.91336,-0.188828,3,245,0,,2,2,0,1,8,214,3,,4,1,0,3,50
202000006945,4,3,2020,00:35,5,033,33063,2,2,8,6,Cours d'Albret / Rue Henri IV,44.83305,-0.57988,4,CRS D'ALBRET,0,,2,3,1,3,(1),(1),1,, -1,1,0,1,50
202000006946,2,3,2020,17:05,1,033,33075,2,3,2,3,RUE DES ECOLES / AVE RAYMOND MANAUD,44.8808148,-0.5847299,4,RUE DES ECOLES,0,,2,2,0,1,0,0,1,, -1,2,0,1,50
202000006947,2,3,2020,15:50,1,033,33318,2,1,3,3,Avenue Jean Bart,44.78675,-0.66809,4,AVE JEAN BART,0,,2,2,0,1,(1),(1),3,, -1,2,0,1,50
202000006948,2,3,2020,07:40,2,033,33529,2,1,3,4,ARCACHON (BD D'),44.63423,-1.16916,3,217E1,0,E,2,2,0,4,0,47,1,, -1,2,0,1,50
202000007173,27,9,2020,15:10,1,033,33063,2,3,1,3,BD JOLIOT-CURIE,44.83753,-0.5487,4,BD JOLIOT-CURIE,0,,2,4,0,1,(1),(1),1,, -1,1,0,1,50
202000007174,16,9,2020,11:00,1,033,33063,2,2,1,3,RUE DES VIVANTS / RUE ANDRE LAMANDE / RUE DE LAUZAC,44.8528,-0.5422,4,RUE DES VIVANTS,0,,2,2,0,1,(1),(1),1,, -1,1,0,1,30
202000007175,16,9,2020,03:30,5,033,33069,2,2,1,3,AVE D'EYSINES / RUE RENAULT,44.85816,-0.6052,4,AVE D'EYSINES,0,,2,2,0,1,(1),(1),1,, -1,1,0,1,50
202000007176,16,9,2020,18:50,2,033,33009,2,6,1,3,PLAGE (BD DE LA) DU 02 AU 194,44.66266,-1.16421,3,650,0,,2,-1,0,1,20,740,1,, -1,1,0,1,50
202000007286,15,9,2020,20:15,5,033,33122,2,3,1,3,61 Av Saint Jacques de Compostelle,44.73823,-0.65649,3,1010,-1,,2,4,2,1,59,290,1,, -1,1,0,1,50
202000007313,15,9,2020,06:50,2,033,33397,1,4,1,3,AUTOROUTE A 10,44.91048,-0.48726,1,10,0,,3,6,0,1,539,650,2,, -1,1,0,1,110
202000007352,30,1,2020,18:45,2,033,33063,2,2,2,6,CRS DE LA MARNE / RUE PEYRONNET / RUE MALBEC,44.82818,-0.56076,4,CRS DE LA MARNE,0,,2,4,-1,1,(1),(1),1,, -1,2,5,1,50
202000007353,30,1,2020,13:35,1,033,33032,2,6,9,3,QUAI ALFRED DE VIAL / RUE RICHELIEU,44.90961,-0.53539,4,QUAI ALFRED DE VIAL,0,,2,-1,0,1,(1),(1),1,, -1,2,0,1,50
202000007354,30,1,2020,08:00,1,033,33063,2,3,2,2,QUAI DE LA SOUYS / RUE FRANC SANSON,44.82795,-0.53962,4,QUAI DE LA SOUYS,0,,2,5,3,1,(1),(1),1,, -1,2,0,1,50
202000007566,20,7,2020,04:38,5,033,33069,2,1,1,3,AVE DE TIVOLI,44.86287,-0.59339,4,AVE DE TIVOLI,0,,2,2,0,1,(1),(1),1,, -1,1,0,1,50
202000007755,21,7,2020,15:30,1,033,33227,2,6,1,6,Rond-point d'Aquitaine,44.556943,-0.252825,3,1113,-1,,2,4,2,1,27,860,3,, -1,1,5,1,50
202000007796,12,4,2020,18:05,1,033,33318,2,2,1,3,Avenue Pasteur / Avenue de la Forge / Avenue Sainte Marie,44.80243,-0.6455,4,AVE PASTEUR,0,,2,5,2,1,(1),(1),1,, -1,1,5,8,50
202000007865,18,6,2020,14:13,1,033,33318,2,1,2,6,AVE DU GENERAL LECLERC,44.79391,-0.66997,4,AVE DU GENERAL LECLERC,0,,2,4,2,1,(1),(1),3,, -1,2,0,1,50
202000007867,18,6,2020,08:10,1,033,33318,2,2,3,3,AVE JEAN CORDIER / AVE HECTOR DOMECQ,44.81144,-0.62461,4,AVE JEAN CORDIER,0,,2,2,0,1,(1),(1),1,, -1,2,0,1,50
202000007881,19,7,2020,00:30,3,033,33002,1,3,1,3,D9,44.516017,-0.049953,3,9,0,,2,2,0,1,22,700,1,, -1,1,0,1,80
202000007954,14,10,2020,19:50,1,033,33318,2,3,1,2,AVE CAMILLE JULLIAN,44.79268,-0.61484,4,AVE CAMILLE JULLIAN,0,,1,3,2,1,(1),(1),1,, -1,2,0,1,50
202000008029,15,10,2020,18:00,1,033,33541,1,1,1,1,D1e4,45.385408,-1.032447,3,1E4,-1,,2,2,0,1,23,500,1,, -1,1,2,1,80
202000008054,14,10,2020,18:05,1,033,33122,1,1,1,4,A63,44.70492,-0.75417,1,63,-1,,3,4,0,1,13,757,1,, -1,1,0,1,130
202000008074,14,10,2020,09:10,1,033,33550,1,1,1,6,ROCADE A 630,44.77918,-0.55177,1,630,0,,3,6,0,1,31,618,1,, -1,2,0,1,90
202000008099,20,8,2020,14:20,1,033,33281,1,1,1,7,ROCADE A 630,44.85522,-0.66386,1,630,0,,3,4,0,1,14,237,3,, -1,1,0,1,90
202000008149,10,8,2020,14:45,1,033,33063,2,3,1,6,12 CRS DE LA MARNE,44.83055,-0.57118,4,CRS DE LA MARNE,0,,2,3,1,1,(1),(1),1,, -1,1,0,1,50
202000008280,16,9,2020,12:20,1,033,33366,2,1,1,3,85 Rue du Commandant Cousteau,44.99363,-0.45296,3,669,0,,2,2,0,1,25,0,1,, -1,1,0,1,50
202000008326,16,12,2020,08:15,1,033,33039,1,1,2,2,A631,44.80728,-0.53189,1,A631,0,,3,7,0,1,0,685,1,, -1,2,0,1,90
202000008327,9,12,2020,13:25,1,033,33063,2,2,1,3,RUE JOSEPH BRUNET,44.87838,-0.54367,4,RUE JOSEPH BRUNET,0,,2,4,3,1,(1),(1),1,, -1,1,0,1,50
202000008328,8,12,2020,18:45,3,033,33281,2,6,1,3,AVE DU MARECHAL LECLERC / AVE DE FONCASTEL,44.83726,-0.64699,4,AVE DU MARECHAL LECLERC,0,,2,6,1,1,(1),(1),1,, -1,1,0,1,50
202000008329,20,12,2020,03:30,3,033,33318,1,6,8,3,AVE DE NOES,44.81294,-0.63523,4,AVE DE NOES,0,,2,2,0,1,(1),(1),2,, -1,2,0,8,50
202000008363,31,12,2020,08:37,1,033,33487,1,1,3,4,AUTOROUTE A 10,44.951972,-0.460515,1,10,0,,3,6,0,2,534,400,2,, -1,2,0,1,130
202000008414,30,12,2020,21:50,5,033,33075,1,1,2,6,ALLEE DU BOIS,44.89921,-0.57931,4,Allée du Bois,0,,2,2,1,1,0,0,1,, -1,2,0,3,50
202000008415,23,12,2020,19:50,3,033,33063,2,2,2,3,RUE DE SEM,44.8412,-0.56192,4,RUE DE SEM,0,,2,4,2,1,(1),(1),3,, -1,2,0,8,50
202000008581,17,11,2020,15:30,1,033,33165,2,3,1,3,37 Avenue de l'Entre 2 Mers,44.82464,-0.44882,3,936,-1,,2,2,0,1,9,790,1,, -1,1,0,1,50
202000008752,15,5,2020,08:50,1,033,33063,2,2,1,3,RUE JULES FERRY / RUE DU MOULIN ROUGE / RUE OSCAR BALARESQUE CAUD,44.842046,-0.602841,4,RUE JULES FERRY CAUD,0,,1,3,2,1,(1),(1),1,, -1,1,0,6,50
202000008753,14,5,2020,14:15,1,033,33529,2,1,1,6,Avenue de l'AÃ©rodrome sur canal des Landes,44.6017,-1.11767,4,AERODROME (AVE DE L'),0,,2,2,0,1,0,0,1,, -1,1,2,1,50
202000008793,13,5,2020,14:33,1,033,33170,1,1,1,1,RD9,44.56288,-0.03612,3,09,-1,,2,2,0,1,17,173,1,, -1,1,0,1,80
202000008803,16,5,2020,13:40,1,033,33545,2,9,1,2,Rue de la Chatellenie,45.250061,-0.849154,3,204,0,,2,2,0,1,10,719,1,,"5,5",1,0,1,50
202000008839,16,5,2020,14:30,1,033,33177,2,6,1,3,Route de Lesparre,45.32177,-0.95725,3,1215,0,,1,1,0,1,65,100,1,,4,1,5,1,50
202000008903,8,2,2020,18:35,5,033,33063,2,3,1,6,QUAI DES CHARTRONS / CRS DE LA MARTINIQUE,44.85216,-0.56819,4,QUAI DES CHARTRONS,0,,3,10,-1,1,(1),(1),1,, -1,1,5,1,50
202000008904,26,2,2020,15:30,1,033,33063,2,8,1,6,PCE DE LA VICTOIRE / CRS DE L'ARGONNE,44.83033,-0.57285,4,PCE DE LA VICTOIRE,0,,2,2,3,1,(1),(1),4,, -1,1,4,6,50
202000008905,25,2,2020,19:30,5,033,33281,2,2,2,3,AVE DE SAINT-MEDARD / RUE PIERRE DE COUBERTIN,44.8622,-0.64512,4,AVE DE SAINT-MEDARD,0,,2,4,2,1,(1),(1),1,, -1,2,0,1,50
202000008906,14,2,2020,13:15,1,033,33063,2,3,1,1,RUE GEORGES BARRES / RUE RENE MAGNE,44.88852,-0.5468,4,RUE GEORGES BARRES,0,,2,2,0,1,(1),(1),1,, -1,1,0,1,50
202000008907,25,2,2020,13:40,1,033,33063,2,4,1,6,PCE DE LA VICTOIRE / CRS DE LA SOMME,44.83055,-0.57237,4,PCE DE LA VICTOIRE,0,,2,2,0,1,(1),(1),4,, -1,2,5,1,50
202000008908,24,2,2020,16:35,1,033,33069,2,1,1,4,BD GODARD,44.86403,-0.58075,4,BD GODARD,0,,3,6,2,1,(1),(1),1,, -1,1,0,1,50
202000008909,14,2,2020,16:30,1,033,33063,2,2,1,1,RUE CLARE / RUE DU HAMEL,44.8316,-0.56731,4,RUE CLARE,0,,2,2,0,1,(1),(1),1,, -1,1,0,1,30
202000008910,24,2,2020,18:00,2,033,33063,2,3,1,2,CRS CHARLES BRICAUD / AVE DE LA JALLERE,44.89491,-0.5657,4,CRS CHARLES BRICAUD,0,,3,8,-1,1,(1),(1),1,, -1,1,5,1,50
202000008911,1,3,2020,16:50,1,033,33529,1,1,1,3,RD1250 - perte de controle de A1 suite casse de la fixation de son siÃ¨ge auto,44.61708,-1.15941,3,RD1250,0,,2,2,0,1,43,758,2,, -1,1,0,1,80
202000008912,29,2,2020,08:40,1,033,33529,2,1,2,6,DE GAULLE ( AVE CHARLES) 01 AU 85,44.63603,-1.13234,3,217,0,,2,2,0,1,0,160,1,, -1,2,0,1,50
202000008913,28,2,2020,13:30,1,033,33009,2,1,1,3,59 Bd de la Plage - VTA sort de sa rÃ©sidence,44.66014,-1.15395,3,650,0,,2,2,0,1,19,910,1,, -1,1,0,1,50
202000008914,24,2,2020,18:15,1,033,33529,2,6,1,3,GRAILLY (RUE JEAN DE) DU 02 ET +,44.62674,-1.14164,3,112,0,,2,2,0,1,0,780,2,, -1,1,5,1,50
202000009127,15,9,2020,09:05,1,033,33063,2,3,1,3,AVE DU GENERAL LECLERC CAUD,44.85297,-0.60927,4,AVE DU GENERAL LECLERC CAUD,0,,2,4,2,1,(1),(1),1,, -1,1,0,1,50
202000009128,15,9,2020,08:05,1,033,33065,2,3,1,5,RTE DE LATRESNE,44.81192,-0.50662,4,RTE DE LATRESNE,0,,2,4,2,1,(1),(1),1,, -1,1,0,1,50
202000009263,29,1,2020,15:10,1,033,33162,2,2,1,3,AVE DU TAILLAN-MEDOC / RUE PAUL DUMONT / RUE DU BRETEIL,44.8798,-0.64755,4,AVE DU TAILLAN-MEDOC,0,,2,3,0,1,0,0,1,, -1,1,5,1,50
202000009264,29,1,2020,16:50,2,033,33075,2,1,2,6,Boulevard Jacques Chaban-delmas,44.87714,-0.57812,4,Boulevard Jacques Chaban-Delmas,0,,2,4,2,1,(1),(1),1,, -1,2,0,1,50
202000009265,29,1,2020,07:25,5,033,33529,2,3,1,6,Rue Victor Hugo (D217) / Rue Pierre Dignac - PiÃ©tonne traverse rue Victor Hugor vers place Jean Hameau,44.63272,-1.14562,3,217,0,,2,2,0,1,1,400,1,, -1,1,0,1,50
202000009347,12,1,2020,18:30,5,033,33341,2,1,1,3,D137,45.08093,-0.504084,3,137,0,,2,2,0,1,10,445,1,, -1,1,0,1,50
202000009402,28,1,2020,12:25,1,033,33162,2,1,1,3,IMP DU TAILLAN-MEDOC,44.87408,-0.63544,4,IMP DU TAILLAN-MEDOC,0,,2,1,0,1,(1),(1),1,, -1,1,0,1,50
202000009497,18,7,2020,23:40,4,033,33550,1,1,1,2,AUTOROUTE A 62,44.76434,-0.54875,1,62,0,,3,4,0,1,1,0,1,, -1,1,0,1,130
202000009796,17,6,2020,08:45,1,033,33281,2,4,2,5,AVE PIERRE MENDES-FRANCE / RUE MICHEL DE MONTAIGNE,44.817041,-0.6341356,4,AVE PIERRE MENDES-FRANCE,0,,2,4,2,2,(1),(1),1,, -1,2,5,1,50
202000009797,10,6,2020,15:05,1,033,33063,2,3,1,6,RUE ROBERT SCHUMAN / RUE LOUIS GEANDREAU,44.8588387,-0.5830655,4,RUE ROBERT SCHUMAN,0,,2,2,0,1,(1),(1),1,, -1,1,0,1,50
202000009873,9,10,2020,08:40,1,033,33167,2,6,1,3,AVE JEAN ALFONSEA,44.82583,-0.52776,4,RUE DU MASCARET,0,,2,2,0,1,(1),(1),1,, -1,1,0,1,50
202000009874,13,10,2020,08:25,2,033,33167,2,1,2,3,RUE YVES DU MANOIR,44.83979,-0.53307,4,RUE YVES DU MANOIR,0,,2,2,0,1,(1),(1),1,, -1,2,0,1,50
202000009875,13,10,2020,08:35,1,033,33069,2,6,1,6,AVE VICTOR HUGO,44.87,-0.59251,4,AVE VICTOR HUGO,0,,2,2,0,1,(1),(1),1,, -1,1,0,1,50
202000009876,4,10,2020,11:55,1,033,33281,2,6,3,6,AVE DE L'YSER,44.8417,-0.66694,4,AVE DE L'YSER,0,,2,4,2,1,(1),(1),1,, -1,2,5,1,50
202000009973,13,10,2020,11:25,1,033,33013,1,2,2,5,ROUTE NATIONALE 89,44.86875,-0.50189,2,89,0,,3,4,0,1,49,900,1,, -1,2,3,1,50
202000009974,13,10,2020,08:50,1,033,33281,1,1,2,3,ROCADE A 630,44.8173,-0.67307,1,630,0,,3,6,0,1,19,0,1,, -1,2,0,1,90
202000010026,19,8,2020,17:30,1,033,33214,1,3,1,3,D6,44.976316,-1.053572,3,6,0,,2,2,0,1,41,730,1,, -1,1,0,8,80
202000010062,19,8,2020,00:55,5,033,33550,1,1,1,2,ROCADE A 630,44.78336,-0.54261,1,630,0,,3,6,0,1,32,159,3,, -1,1,0,1,90
202000010224,30,12,2020,12:20,1,033,33249,1,1,2,6,ROUTE NATIONALE 230,44.881161,-0.510858,2,ROUTE NATIONALE 230,0,,3,2,0,1,43,889,3,, -1,2,3,1,50
202000010261,29,12,2020,13:10,1,033,33063,2,2,2,3,RUE DOCTEUR ALBERT BARRAUD,44.84593,-0.58498,4,RUE DOCTEUR ALBERT BARRAUD,0,,1,1,2,1,(1),(1),1,, -1,2,0,1,50
202000010262,20,11,2020,08:10,1,033,33522,2,2,1,3,RUE ROUSTAING,44.81716,-0.58862,4,RUE ROUSTAING,0,,2,2,0,1,(1),(1),1,, -1,1,0,1,30
202000010379,28,12,2020,21:15,5,033,33063,2,2,2,3,AVE DU MAL DE LATTRE DE TASSIGNY CAUD.,44.855307,-0.614047,4,AVE DU MAL DE LATTRE DE TASSIGNY CAUD.,0,,2,5,0,1,(1),(1),1,, -1,2,0,1,50
