Num_Acc,an,mois,jour,hrmn,lum,agg,int,atm,col,com,adr,gps,lat,long,dep,catr,voie,v1,v2,circ,nbv,pr,pr1,vosp,prof,plan,lartpc,larrout,surf,infra,situ,env1
201700001201,17,4,10,651,1,1,1,1.0,1.0,422,3738 AVENUE DE BORDEAUX,M,44.8141,-0.73523,330,3,106,,,2.0,2.0,13.0,215.0,0.0,1.0,1.0,0.0,67.0,1.0,0.0,1.0,99.0
201700001202,17,6,1,715,1,1,1,5.0,1.0,273,EX RD213 - PR 16.150,M,44.83462,-0.81068,330,4,213,,,2.0,2.0,16.0,150.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,99.0
201700001203,17,6,23,1500,1,1,1,1.0,2.0,422,allée de peronette,M,44.80963,-0.74366,330,4,0,,,2.0,2.0,,,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,99.0
201700001204,17,11,1,1000,1,1,1,1.0,1.0,273,EX RD 213,M,44.83387,-0.81735,330,4,213,,,2.0,2.0,16.0,700.0,0.0,1.0,1.0,0.0,107.0,1.0,0.0,1.0,99.0
201700001205,17,12,4,800,1,1,1,8.0,5.0,273,Av.J.Moulin ex RD211,M,44.82977,-0.77667,330,4,211,,,2.0,2.0,,,1.0,2.0,1.0,0.0,0.0,7.0,2.0,1.0,99.0
201700001206,17,2,1,840,1,2,1,1.0,6.0,449,Av. du Thil,M,44.88865,-0.69719,330,4,,,,1.0,1.0,,,2.0,2.0,1.0,38.0,0.0,1.0,0.0,1.0,3.0
201700001207,17,7,14,2305,5,2,3,1.0,3.0,449,R.feydit/R.Giraudeau,M,44.87721,-0.70432,330,4,0,,,2.0,2.0,0.0,0.0,0.0,1.0,,0.0,256.0,1.0,,,99.0
201700001208,17,8,5,1930,1,2,1,1.0,6.0,449,avenue montaigne,M,44.8882,-0.70254,330,4,0,,,2.0,2.0,,,0.0,1.0,1.0,14.0,74.0,1.0,0.0,1.0,99.0
201700001209,17,8,19,2255,5,2,2,1.0,3.0,449,Av.Montaigne/R.Dethomas,M,44.8925,-0.71019,330,4,0,,,2.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,82.0,1.0,5.0,,99.0
201700001210,17,9,13,820,1,2,3,3.0,4.0,449,R.Duperier/R.Pla-Républi,M,44.89263,-0.71591,330,4,,,,1.0,2.0,,,,,1.0,,,,,,
201700001211,17,9,14,715,3,2,1,3.0,6.0,449,Avenue Voltaire,M,44.89705,-0.74879,330,4,,,,2.0,2.0,,,0.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,99.0
201700001212,17,10,11,1750,1,2,1,1.0,2.0,449,Av paul Berniard,M,44.88359,-0.70831,330,4,0,,,2.0,2.0,,,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,99.0
201700001213,17,10,25,300,3,1,1,1.0,6.0,449,Rte du TEMPLE (ex RD107),M,44.88702,-0.83287,330,4,,,,2.0,2.0,30.0,625.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,3.0,99.0
201700001214,17,9,21,900,1,2,1,7.0,6.0,449,AVENUE MONTAIGNE,M,44.8882,-0.70249,330,4,0,,,2.0,2.0,,,0.0,1.0,1.0,0.0,70.0,1.0,0.0,1.0,99.0
201700001215,17,12,18,1850,5,2,1,1.0,6.0,376,Route de joli bois,M,44.91276,-0.72428,330,4,0,,,2.0,2.0,,,0.0,1.0,1.0,0.0,70.0,1.0,0.0,1.0,99.0
201700001216,17,2,28,1705,1,2,3,1.0,1.0,58,cours vauban,M,45.12775,-0.66285,330,3,133,2.0,E,2.0,2.0,,,,,,,,,,,
201700001217,17,5,16,1700,1,1,2,1.0,3.0,458,RD137 / RD22,M,45.14103,-0.59738,330,3,137,,,2.0,2.0,20.0,1167.0,0.0,1.0,1.0,0.0,15.0,1.0,5.0,1.0,
201700001218,17,6,22,50,5,2,2,1.0,3.0,58,D133E3 / Av.Boussard,M,45.12427,-0.6499,330,3,133,3.0,E,2.0,2.0,2.0,640.0,0.0,1.0,0.0,0.0,10.0,1.0,,1.0,
201700001219,17,6,21,1630,1,1,1,1.0,1.0,47,D137 - LES JUINS,M,45.12253,-0.57644,330,3,137,,,2.0,2.0,17.0,800.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,99.0
201700001220,17,9,1,1015,1,1,2,8.0,6.0,100,RD 22/VC Boulaire,M,45.13459,-0.63782,330,3,22,,,2.0,2.0,1.0,857.0,0.0,1.0,0.0,0.0,15.0,1.0,,1.0,
201700001221,17,9,15,1600,1,1,3,2.0,5.0,100,D937 / R.LA GRUPPE,M,45.129,-0.63429,330,3,937,,,2.0,2.0,3.0,467.0,0.0,1.0,1.0,0.0,90.0,2.0,0.0,1.0,99.0
201700001222,17,9,24,1010,1,2,1,1.0,6.0,58,11 Crs Delattre Tassigny,M,45.12842,-0.66248,330,3,669,,,2.0,2.0,0.0,311.0,0.0,1.0,0.0,0.0,10.0,1.0,,1.0,
201700001223,17,10,16,1150,1,2,1,1.0,3.0,58,Rue des maçons,M,45.13389,-0.65409,330,3,22,,,2.0,2.0,0.0,583.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,99.0
201700001224,17,11,9,1815,3,1,1,1.0,1.0,441,D133 E1 Le breuil,M,45.14527,-0.6331,330,3,133,,E,2.0,2.0,1.0,631.0,0.0,1.0,2.0,0.0,45.0,1.0,0.0,1.0,99.0
201700001225,17,11,22,1415,1,2,4,1.0,3.0,58,R. Voltaire /R. A. Clerc,M,45.13609,-0.65227,330,4,,,,2.0,2.0,,,,,,,,,,,
201700001226,17,1,15,605,5,2,1,8.0,6.0,325,57 route de l'estuaire,M,45.10089,-0.64212,330,3,669,,,2.0,2.0,3.0,358.0,0.0,1.0,0.0,0.0,70.0,2.0,0.0,3.0,99.0
201700001227,17,2,2,1850,3,1,1,2.0,6.0,172,chemin de palue,M,45.17811,-0.65552,330,3,255,,,2.0,2.0,19.0,168.0,0.0,1.0,1.0,0.0,100.0,2.0,0.0,3.0,99.0
201700001228,17,7,22,830,1,2,2,1.0,1.0,530,D137 / D250,M,45.10223,-0.54116,330,3,137,,,2.0,2.0,14.0,170.0,0.0,2.0,1.0,13.0,15.0,1.0,,1.0,
201700001229,17,7,24,1145,1,1,3,1.0,6.0,475,RD669/VC 1 Bélia,M,45.04692,-0.57851,330,3,669,,,2.0,2.0,11.0,896.0,0.0,1.0,1.0,0.0,60.0,1.0,0.0,3.0,99.0
201700001230,17,11,3,1930,3,1,3,1.0,3.0,341,D137 / VC CH de Noblet,M,45.06851,-0.48839,330,3,137,,,2.0,2.0,8.0,612.0,0.0,1.0,0.0,6.0,910.0,1.0,0.0,1.0,99.0
201700001231,17,1,10,1855,3,1,1,1.0,6.0,73,D136 (Piéton Alzheimer),M,45.24489,-0.6401,330,3,136,,,2.0,2.0,0.0,207.0,0.0,1.0,1.0,0.0,70.0,1.0,0.0,1.0,99.0
201700001232,17,3,25,1730,1,1,1,1.0,1.0,351,RD253 E1,M,45.21481,-0.5243,330,3,253,,E,2.0,2.0,2.0,170.0,0.0,1.0,1.0,0.0,38.0,1.0,0.0,1.0,99.0
201700001233,17,4,2,1650,1,1,2,1.0,5.0,159,D137 / D136,M,45.23959,-0.57151,330,3,136,,,2.0,2.0,6.0,477.0,,,1.0,,,,5.0,,
201700001234,17,7,1,555,2,1,1,8.0,6.0,351,D132E1,M,45.2415,-0.53658,330,3,132,,E,2.0,2.0,2.0,297.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,99.0
201700001235,17,7,4,1750,1,1,2,1.0,3.0,159,D137 / D136,M,45.23952,-0.57153,330,3,136,,,2.0,2.0,6.0,477.0,,,1.0,,,,5.0,,
201700001236,17,8,20,1500,1,1,1,1.0,7.0,456,le Pas d'Ozelle PR0+133,M,45.31713,-0.63324,330,3,18,,,2.0,2.0,0.0,194.0,0.0,1.0,1.0,0.0,60.0,1.0,0.0,3.0,99.0
201700001237,17,10,14,1730,1,1,1,1.0,3.0,456,Lieu dit La Martellerie,M,45.30441,-0.57536,330,3,137,,,2.0,2.0,40.0,800.0,0.0,2.0,3.0,0.0,0.0,1.0,0.0,1.0,99.0
201700001238,17,1,8,1545,1,1,2,1.0,6.0,434,RD113/R.ESPAGNET,M,44.94008,-0.52332,330,3,113,,,2.0,3.0,12.0,403.0,0.0,1.0,0.0,0.0,10.0,0.0,5.0,,
201700001239,17,3,7,1645,1,2,1,2.0,6.0,433,15 Avenue de CAJUS,M,44.90981,-0.42772,330,4,0,,,2.0,2.0,,,0.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,3.0
201700001240,17,3,13,1605,1,2,6,1.0,3.0,3,Av.Libération/R.Faulat,M,44.91902,-0.48051,330,4,,,,2.0,2.0,,,,,1.0,,,,5.0,1.0,
201700001241,17,4,27,50,3,1,2,2.0,1.0,434,EX.D113/Av.JOURDANE,M,44.94008,-0.5234,330,4,0,,,2.0,2.0,0.0,0.0,0.0,1.0,,0.0,0.0,2.0,5.0,0.0,99.0
201700001242,17,5,15,1720,1,2,1,1.0,6.0,3,RUE DU PONTET,M,44.93553,-0.48419,330,4,0,,,2.0,2.0,,,0.0,1.0,1.0,0.0,35.0,1.0,0.0,1.0,99.0
201700001243,17,6,2,750,1,2,6,1.0,3.0,3,Av.BLUM/R.Rabaneau,M,44.93693,-0.48104,330,4,0,,,3.0,2.0,,,0.0,1.0,0.0,0.0,15.0,1.0,,,
201700001244,17,6,6,1440,1,2,3,1.0,3.0,3,Av.Barre/R.Larrieu,M,44.93194,-0.48045,330,4,0,,,2.0,2.0,,,0.0,1.0,1.0,50.0,0.0,1.0,0.0,1.0,99.0
201700001245,17,7,24,1440,1,1,1,1.0,3.0,3,ex RD113,M,44.9438,-0.52186,330,4,113,,,2.0,2.0,12.0,0.0,0.0,1.0,1.0,0.0,85.0,1.0,0.0,1.0,99.0
201700001246,17,8,1,2103,3,1,1,1.0,6.0,433,RD115E5,M,44.94005,-0.40923,330,3,115,,E,2.0,2.0,4.0,806.0,0.0,1.0,2.0,0.0,49.0,1.0,0.0,3.0,99.0
201700001247,17,9,11,1210,1,1,2,2.0,3.0,487,Ex RD 257/Av R Beauvais,M,44.95989,-0.4838,330,4,0,,,2.0,2.0,0.0,0.0,0.0,1.0,,0.0,0.0,2.0,0.0,1.0,99.0
201700001248,17,9,9,2220,5,2,2,8.0,5.0,433,D242 / D115,M,44.91957,-0.43996,330,3,115,,,2.0,2.0,43.0,719.0,0.0,1.0,,0.0,0.0,2.0,5.0,,3.0
201700001249,17,9,16,1710,1,2,1,1.0,6.0,3,48 avenue de Grandjean,M,44.9424,-0.50278,330,4,0,,,2.0,2.0,,,0.0,1.0,3.0,0.0,54.0,1.0,0.0,4.0,99.0
201700001250,17,9,25,1645,1,2,2,7.0,1.0,487,Av.Eiffel /Rue Savariaud,M,44.95396,-0.4682,330,4,,,,2.0,2.0,27.0,190.0,0.0,1.0,0.0,0.0,15.0,1.0,,1.0,
201700001251,17,11,7,2300,3,1,1,2.0,6.0,433,29 RTE DES PALUES D115E5,M,44.934,-0.41727,330,3,115,,E,2.0,2.0,3.0,737.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,3.0,99.0
201700001252,17,11,25,1810,3,1,9,2.0,3.0,3,1 Av. des Industries,M,44.92643,-0.52003,330,4,0,,,2.0,2.0,,,0.0,1.0,0.0,6.0,420.0,1.0,,,
201700001253,17,12,7,1500,1,2,3,1.0,3.0,434,AV. Garonne/R. BelleRive,M,44.9612,-0.53371,330,4,,,,2.0,2.0,,,,,1.0,,,,,,
201700001254,17,12,15,2100,5,2,3,2.0,3.0,433,D242/Pas.Ancienne Halle,M,44.91718,-0.42878,330,3,242,,,2.0,2.0,4.0,90.0,0.0,1.0,0.0,0.0,20.0,1.0,0.0,1.0,
201700001255,17,1,23,915,1,2,6,7.0,6.0,397,Av l'aquitaine/ R.Piquet,M,44.90739,-0.48654,330,3,911,,,3.0,2.0,2.0,600.0,0.0,1.0,0.0,0.0,10.0,1.0,5.0,1.0,
201700001256,17,4,2,2310,3,1,1,1.0,2.0,293,RN89,M,44.87733,-0.41012,330,2,89,,,3.0,4.0,42.0,300.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,99.0
201700001257,17,7,12,1500,1,2,3,1.0,3.0,96,Av.CONTE exD911/Av.HUG0,M,44.89705,-0.49759,330,4,,,,2.0,2.0,,,0.0,1.0,1.0,6.0,310.0,1.0,5.0,1.0,
201700001258,17,9,9,1330,1,2,9,2.0,3.0,397,Pking INTERSPORT,M,44.90479,-0.48801,330,6,,,,0.0,0.0,,,0.0,1.0,1.0,0.0,20.0,1.0,,1.0,
201700001259,17,9,22,855,1,2,1,1.0,6.0,293,6 avenue de verdun,M,44.88118,-0.42793,330,3,115,,E,2.0,2.0,0.0,719.0,0.0,1.0,1.0,0.0,36.0,1.0,6.0,1.0,3.0
201700001260,17,10,17,645,4,2,1,1.0,6.0,554,AVENUE DU PERIGORD,M,44.86557,-0.47222,330,3,115,,,2.0,2.0,50.0,650.0,0.0,1.0,1.0,0.0,100.0,1.0,0.0,1.0,99.0
201700001261,17,10,19,450,3,1,1,1.0,6.0,49,RN 89,M,44.87531,-0.39765,330,2,89,,,3.0,4.0,41.0,208.0,0.0,3.0,2.0,0.0,120.0,1.0,0.0,2.0,99.0
201700001262,17,12,7,710,2,1,3,1.0,3.0,554,RD115 / RN89,M,44.87005,-0.46938,330,2,89,,,1.0,1.0,47.0,190.0,,,,,,,3.0,,99.0
201700001263,17,1,3,1600,1,2,8,1.0,3.0,37,Rue de Pezeau,M,44.7032,-0.45628,330,4,,,,2.0,2.0,,,0.0,1.0,1.0,0.0,14.0,0.0,4.0,1.0,
201700001264,17,2,1,2145,5,2,1,1.0,1.0,109,RD1113,M,44.6969,-0.44551,330,3,1113,,,2.0,2.0,50.0,777.0,0.0,3.0,1.0,0.0,60.0,1.0,0.0,1.0,99.0
201700001265,17,6,27,1930,1,1,3,1.0,3.0,23,RD1113 / bretelle A62,M,44.69355,-0.49704,330,1,62,,,1.0,2.0,10.0,0.0,,,1.0,,,,3.0,,
201700001266,17,7,8,530,3,1,2,2.0,3.0,23,RD113/RD109E2,M,44.69646,-0.48242,330,3,109,2.0,E,2.0,2.0,5.0,894.0,,1.0,,0.0,42.0,2.0,,,99.0
201700001267,17,8,4,1810,1,1,1,1.0,1.0,474,Ch. GALLIEN,M,44.65426,-0.4555,330,4,0,,,2.0,2.0,,,0.0,1.0,0.0,0.0,37.0,1.0,0.0,1.0,99.0
201700001268,17,8,6,1525,1,1,3,1.0,1.0,23,D1113/Bret A62 PR10 REEL,M,44.69399,-0.49573,330,1,62,,,1.0,1.0,9.0,722.0,,,,,,,3.0,,
201700001269,17,11,28,1815,5,2,3,2.0,5.0,213,D109E7/IMP.ARNAHURT,M,44.68929,-0.507,330,3,109,,E,2.0,2.0,0.0,680.0,0.0,1.0,1.0,0.0,100.0,2.0,5.0,1.0,99.0
201700001270,17,4,26,2145,3,1,1,1.0,1.0,330,Av du PERIGORD.,M,44.8688,-0.44245,330,4,,,,2.0,2.0,,,0.0,3.0,1.0,0.0,60.0,1.0,0.0,1.0,99.0
201700001271,17,7,14,1822,1,1,1,1.0,4.0,330,PK 45+200,M,44.86814,-0.44458,330,2,89,,,3.0,4.0,45.0,200.0,0.0,2.0,1.0,45.0,65.0,1.0,0.0,1.0,99.0
201700001272,17,8,4,1859,1,2,1,1.0,7.0,165,avenue de la Laurence.,M,44.82428,-0.44522,330,4,0,,,2.0,2.0,,,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,99.0
201700001273,17,11,17,740,2,1,1,1.0,6.0,535,D241E3 Av. du Desclaud.,M,44.83393,-0.47186,330,3,241,3.0,E,2.0,2.0,3.0,619.0,0.0,4.0,1.0,50.0,60.0,1.0,0.0,1.0,99.0
201700001274,17,11,26,2335,3,2,1,1.0,6.0,496,AV. JEAN CAILLAUX,M,44.84046,-0.40457,330,3,241,,,2.0,2.0,9.0,626.0,0.0,3.0,4.0,0.0,70.0,1.0,0.0,3.0,99.0
201700001275,17,12,12,1235,1,2,1,1.0,3.0,165,18 Av.Entre-deux-mers,M,44.82504,-0.45031,330,3,936,,,2.0,2.0,9.0,657.0,0.0,1.0,1.0,0.0,70.0,1.0,0.0,1.0,99.0
201700001276,17,1,6,1655,1,1,2,7.0,1.0,550,RD111/CH DE MARTILLAC,M,44.74669,-0.56389,330,3,111,,,2.0,2.0,31.0,577.0,0.0,3.0,1.0,0.0,55.0,1.0,0.0,1.0,99.0
201700001277,17,1,5,1700,2,2,1,1.0,6.0,238,Pking Cent Commercial,M,44.74705,-0.59105,330,6,0,,,0.0,0.0,,,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,99.0
201700001278,17,2,9,1815,2,1,1,1.0,1.0,238,Av de labrède,M,44.71982,-0.56965,330,3,109,,,2.0,2.0,8.0,500.0,2.0,1.0,3.0,0.0,0.0,1.0,0.0,1.0,99.0
201700001279,17,2,25,30,5,2,1,1.0,6.0,274,3bis route du stade,M,44.70928,-0.54644,330,4,0,,,2.0,2.0,,,0.0,1.0,3.0,0.0,0.0,1.0,0.0,3.0,99.0
201700001280,17,4,6,1010,1,1,1,1.0,6.0,238,Borne Incendie RD651,M,44.71219,-0.60667,330,3,651,,,2.0,2.0,9.0,185.0,0.0,1.0,1.0,0.0,62.0,1.0,0.0,1.0,99.0
201700001281,17,5,9,1800,1,1,1,1.0,1.0,77,Lieu dit Les Tuilleries,M,44.61546,-0.57288,330,3,116,,,2.0,2.0,2.0,213.0,0.0,1.0,1.0,0.0,62.0,9.0,0.0,1.0,99.0
201700001282,17,5,22,1835,1,2,3,1.0,3.0,501,RD108 / Ch.LAGUES,M,44.65495,-0.59257,330,3,108,,,2.0,2.0,21.0,450.0,0.0,1.0,0.0,0.0,10.0,1.0,,1.0,
201700001283,17,8,29,1140,1,1,1,1.0,6.0,238,voie romaine,M,44.71787,-0.57838,330,3,111,,,2.0,2.0,27.0,970.0,0.0,1.0,1.0,61.0,0.0,1.0,0.0,1.0,99.0
201700001284,17,9,1,1445,1,1,1,1.0,3.0,501,Route de Saucats,M,44.68289,-0.66085,330,3,211,,,2.0,2.0,49.0,376.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,99.0
201700001285,17,10,25,1050,1,2,1,1.0,2.0,80,580 Av St Medard Eyrans,M,44.74835,-0.53095,330,3,108,,,2.0,2.0,6.0,310.0,0.0,1.0,1.0,0.0,59.0,1.0,0.0,1.0,99.0
201700001286,17,3,8,1500,1,2,1,1.0,1.0,18,rue de buffaud,M,45.01113,-0.40067,330,3,248,,,2.0,2.0,5.0,623.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,1.0,99.0
201700001287,17,4,7,1940,2,2,1,7.0,3.0,415,7 rue des clottes,M,45.02187,-0.46774,330,4,0,,,2.0,2.0,,,0.0,3.0,2.0,0.0,0.0,1.0,0.0,1.0,99.0
201700001288,17,7,31,2200,3,2,1,1.0,6.0,366,320 avenue des Droits de,M,45.01068,-0.42705,330,4,0,,,2.0,2.0,,,1.0,1.0,1.0,0.0,0.0,1.0,0.0,5.0,99.0
201700001289,17,8,5,130,3,1,1,1.0,3.0,366,Route de libourne,M,44.98906,-0.4226,330,3,670,,,2.0,2.0,2.0,96.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,99.0
201700001290,17,8,26,2115,5,2,1,1.0,3.0,18,D10 piscine municipale,M,45.016,-0.39912,330,3,10,,,0.0,2.0,,,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,99.0
