IDENT;HPM_VAL;HPS_VAL;MJO_VAL;HPM_%;HPS_%;MJO_%;PL_VAL;PL_%;VIT_VAL;VIT_EVO;COMMENT;NOM_VOIE;SENS_CIR;V85_VL;V85_PL
Z10CT1;704;706;10372;-17.0;-24.0;-15.0;;;;;;Bordeaux Blvd Leclerc après Thomas;Boulevards Nord > Sud;;
Z10CT12;489;385;5794;-2.0;-5.0;0.0;;;;;;Bordeaux Rue Saignat avant Pl Campeyrau;Sens Sortant;;
Z10CT15;357;410;5010;-7.0;-4.0;-9.0;;;;;;Talence Cours Galliéni après XIV Juillet;Sens Entrant;;
Z10CT16;;;;;;;;;;;;Bordeaux Cours Galliéni après Quintin;Sens Sortant;;
Z10CT17;442;427;4898;-7.0;-11.0;-8.0;;;;;;Talence Rue Vieille Tour après Lavoisier;Sens Entrant;;
Z10CT19;714;791;9790;-10.0;-3.0;-7.0;;;;;;Bordeaux Béchade après giratoire;Sens Sortant;;
Z10CT21;617;648;9956;3.0;2.0;-1.0;;;;;;Bordeaux Tauzin après Haut Brion;Sens Entrant;;
Z10CT23;597;682;9440;-1.0;4.0;-3.0;;;;;;Bordeaux Tauzin avant Rue Haut Brion;Sens Sortant;;
Z10CT4;1192;967;14883;-8.0;-11.0;-11.0;;;;;;Bordeaux 64 Blvd George V;Boulevards Sud > Nord;;
Z10CT7;655;554;7047;-6.0;-1.0;-5.0;;;;;;Talence 35 Cours Galliéni;Sens Sortant;;
Z11CT10;1122;1371;16486;-8.0;-8.0;-8.0;;;;;;Bordeaux Blvd Roosevelt après Rue Hoche;Nord > Sud;;
Z11CT11;588;486;5547;-6.0;-12.0;-11.0;;;;;;Talence Rue Goblet;Sens Entrant;;
Z11CT16;389;378;4562;-6.0;-1.0;-5.0;;;;;;Talence Cours Gambetta après Roustaing;Sens Sortant;;
Z11CT2;398;441;5222;-4.0;-8.0;-8.0;;;;;;Talence Cours Gambetta avant Pt SNCF;Sens Entrant;;
Z12CT12;838;759;11469;-1.0;-8.0;-6.0;;;;;;Bordeaux Blvd Albert 1er après Daguin;Sud > Nord;;
Z12CT3;430;465;6255;-1.0;4.0;3.0;;;;;;Bordeaux Cours de la Somme après Rue Brun;Sens Sortant;;
Z12CT5;480;485;7759;-2.0;-3.0;-3.0;;;;;;Bordeaux Route Toulouse avant Suzon;Sens Entrant;;
Z13CT10;521;449;5928;-10.0;-2.0;-7.0;;;;;;Bordeaux Rue Carnot sens entrant;Sens Entrant;;
Z13CT12;975;796;11680;-8.0;-6.0;-5.0;;;;;;Bordeaux Rue Ecole Normale;Sens Entrant;;
Z13CT14;244;233;3788;;;;;;;;;Bordeaux Ulysse Gayon;Sens Sortant;;
Z13CT15;281;322;3708;-15.0;-16.0;-15.0;;;;;;Bordeaux Rue de Tivoli;Sens Sortant;;
Z13CT16;571;446;6492;;;;;;;;;Bordeaux Croix Blanche après Jean Soula;Sens Entrant;;
Z13CT20;336;437;5117;-12.0;-17.0;-13.0;;;;;;Bordeaux Avenue d'Eysines avant F. Faure;Sens Sortant;;
Z13CT21;324;359;4475;-11.0;-8.0;-10.0;;;;;;Bordeaux Rue de la Course;;;
Z14CT11;676;780;12277;;;;;;;;;Bordeaux Blvd Godard avant Ampère;Nord > Sud;;
Z14CT12;1011;1069;14348;29.0;35.0;29.0;;;;;;Bordeaux Rue L. Faure après L. Fargue;Sens Entrant;;
Z14CT18;309;268;3578;-12.0;-9.0;-10.0;;;;;;Bordeaux Quai de Bacalan après L. Faure;Sud > Nord;;
Z14CT2;827;708;11256;-30.0;-22.0;-29.0;;;;;;Bordeaux Blvd Godard avant Jeanvrot;Sud > Nord;;
Z14CT22;1103;1048;13359;-9.0;-1.0;-6.0;;;;;;Bordeaux Pont Chaban Delmas;Sens Entrant;;
Z14CT24;858;688;10101;-11.0;-8.0;-11.0;;;;;;Bordeaux Brazza avant le pont;Nord > Sud;;
Z14CT3;1005;1239;14368;-4.0;-2.0;0.0;;;;;;Bordeaux Pont Chaban Delmas;Sens Sortant;;
Z15CT15;286;225;3475;-8.0;-9.0;-8.0;;;;;;Bordeaux Rue d'Aviau avant Ducau;Sens Entrant;;
Z15CT9;259;285;3508;-6.0;-2.0;-1.0;;;;;;Bordeaux Rue Godard après Lagrange;de Lagrange  > Counord;;
Z16CT13;276;285;3225;-13.0;-13.0;-10.0;;;;;;Pessac Rue Cohé Centre après Pénard;Nord > Sud;;
Z16CT3;358;463;5445;-7.0;-4.0;-1.0;;;;;;Pessac Avenue Jaurès après Jaubert;Sens Sortant;;
Z16CT5;445;463;5274;-7.0;-14.0;-10.0;;;;;;Pessac Avenue Pasteur après Aciéries;Sens Entrant;;
Z16CT7;302;372;4299;-8.0;-5.0;-4.0;;;;;;Pessac Avenue Jean Jaurès après Chiquet;Sens Entrant;;
Z17CT13;159;263;2158;-15.0;-16.0;-14.0;;;;;;Talence Rue Lamartine avant Suzon;Sens Sortant;;
Z17CT4;1858;1549;21504;-8.0;5.0;-4.0;;;;;;Gradignan Cours de Gaulle;Sens Entrant;;
Z17CT8;653;646;8678;-5.0;-6.0;-7.0;;;;;;Gradignan Cours du Général De Gaulle;Sens Entrant;;
Z17CT9;1316;1333;18656;;;;;;;;;Talence Cours Libération avant la Paillère;Sens Sortant;;
Z18CT1;235;461;5441;-5.0;-14.0;-10.0;;;;;;Gradignan Gal de Gaulle avant platanes;Sens Sortant;;
Z18CT12;297;530;6035;-7.0;-5.0;-6.0;;;;;;Gradignan Gal de Gaulle avant Lahouneau;Sens Sortant;;
Z19CT16;564;628;8859;-8.0;-3.0;-5.0;;;;;;Bègles 168 Route de Toulouse après Sévène;Sens Entrant;;
Z19CT4;392;332;4429;-1.0;10.0;-1.0;;;;;;Villenave d'Ornon Rue Labro;Sens Sortant;;
Z19CT7;342;527;6756;;;;;;;;;Villenave d'Ornon Avenue des Pyrénées;Sens Entrant;;
Z19CT8;715;666;9887;;;;;;;;;Bègles Route de Toulouse;Sens Entrant;;
Z1CT1;741;817;10778;-8.0;-5.0;-8.0;;;;;;Bordeaux 17 Quai Louis XVIII Ferrère;Nord > Sud;;
Z1CT10;591;631;8732;;;;;;;;;Bordeaux Quai des Chartrons;Nord > Sud;;
Z1CT3;648;784;9932;-10.0;-6.0;-11.0;;;;;;Bordeaux Quai Louis XVIII Munich/Orléans;Nord > Sud;;
Z20CT1;843;1021;11948;-3.0;-2.0;-4.0;;;;;;Bordeaux Avenue de Gaulle après Bocage;Sens Sortant;;
Z20CT5;641;639;7964;;;;;;;;;Bordeaux Avenue du Maréchal de Lattre de Tassigny;Sens Entrant;;
Z22CT10;193;253;2897;-19.0;0.0;-8.0;;;;;;Lormont Dupin après Tallavi;Pt Aquit=> av de Paris;;
Z22CT11;343;286;3505;-16.0;-7.0;-10.0;;;;;;Lormont Dupin après Lavergne;Av. de Paris=> Pt Aquit;;
Z22CT12;356;297;3612;-14.0;-6.0;-9.0;;;;;;Lormont Dupin  après Resistance;Sens Entrant;;
Z22CT13;833;872;15866;;;;;;;;;Cenon Rue de l'Amitié;Sens Sortant;;
Z22CT2;362;491;5243;-22.0;-13.0;-14.0;;;;;;Cenon Avenue de Paris après 4 Pavillons;Sens Sortant;;
Z22CT8;1012;747;11282;-10.0;-10.0;-9.0;;;;;;Cenon Avenue Carnot après 4 Pavillons;Sens Entrant;;
Z23CT10;603;619;8745;;;;;;;;;Eysines Avenue du Médoc avant C. du Vigean;Sens Entrant;;
Z23CT9;444;383;4761;;;;;;;;;Le Bouscat Avenue de l'Hippodrome avant la route du Médoc;Sud > Nord;;
Z24CT11;621;1024;12587;6.0;8.0;-5.0;;;;;;Mérignac Magudas après rocade;Sens Entrant;;
Z24CT13;345;536;5241;-26.0;7.0;-7.0;;;;;;Le Haillan G. Eiffel après Laplace;Sud > Nord;;
Z24CT2;561;627;6609;;;;;;;;;Eysines Avenue de St Médard;Sens Entrant;;
Z25CT11;583;733;7174;-13.0;-20.0;-12.0;;;;;;Bordeaux Allée Boutaut avant Claudeville;Sens Entrant;;
Z25CT13;560;520;6680;-12.0;8.0;-4.0;;;;;;Bordeaux Allée de Boutaut après Laroque;Sens Sortant;;
Z25CT14;677;818;8870;-13.0;-6.0;-7.0;;;;;;Bordeaux Allée Boutaut après Claudeville;Sens Entrant;;
Z25CT16;55;90;973;2.0;-5.0;3.0;;;;;;Bordeaux Cours de Quebec après Laroque;Sud > Nord;;
Z25CT17;72;191;2042;-19.0;-10.0;-9.0;;;;;;Bordeaux Quebec avant Royer;Nord > Sud;;
Z25CT19;520;298;4145;-19.0;-19.0;-22.0;;;;;;Bordeaux Vélodrome N>S;Nord > Sud;;
Z25CT24;88;110;1113;6.0;-21.0;3.0;;;;;;Bordeaux Brunet avant Brandenburg;Sens Entrant;;
Z26CT1;616;712;10855;-5.0;-11.0;13.0;;;;;;Bordeaux Blvd Albert 1er avant Curie;Nord > Sud;;
Z26CT4;328;291;4446;21.0;9.0;10.0;;;;;;Bordeaux Carle Vernet  avant Armagnac;Sens Entrant;;
Z26CT5;169;172;2415;-30.0;-20.0;-22.0;;;;;;Bordeaux Pallière avant Carle Vernet;Sens Entrant;;
Z26CT8;157;215;2188;-6.0;-6.0;-2.0;;;;;;Bègles Moga  après Durcy;Sens Entrant;;
Z27CT16;220;353;3759;-11.0;-16.0;-10.0;;;;;;Pessac Haut Lévêque après Avenue de Canéjan;Sud > Nord;;
Z27CT4;422;693;7658;13.0;1.0;5.0;;;;;;Pessac Avenue Leclerc après Félix Faure;Sens Sortant;;
Z27CT5;254;506;5053;-14.0;-8.0;-14.0;;;;;;Pessac Avenue du Haut Lévêque après le CHR;Sud > Nord;;
Z28CT3;188;440;4957;-25.0;-7.0;-13.0;;;;;;St Médard Avenue Montaigne;Sens Sortant;;
Z28CT8;560;550;7317;-4.0;1.0;-4.0;;;;;;St Médard Avenue DescaRoutes après Gauthier;Sens Entrant;;
Z29CT10;212;414;3923;-12.0;-9.0;-9.0;;;;;;Floirac Dubedout avant Allende;Sens Sortant;;
Z29CT13;160;221;2399;-8.0;-6.0;-5.0;;;;;;Floirac Avenue Clémenceau après Dubedout;Sud > Nord;;
Z29CT4;220;161;2255;-6.0;-6.0;-9.0;;;;;;Bordeaux Rue Galin;Sens Entrant;;
Z2CT20;95;149;2315;-21.0;-23.0;-22.0;;;;;;Bordeaux Montée place Bir Hakeim;Bretelle N>S Montée vers pl Bir Hakeim;;
Z2CT23;185;304;3329;-28.0;-22.0;-24.0;;;;;;Bordeaux Rue de Belfort après Juin;Nord > Sud;;
Z2CT24;86;156;2258;7.0;6.0;4.0;;;;;;Bordeaux Alsace-Lorraine après Cheverus;Sens Sortant;;
Z2CT7;548;428;6181;-15.0;-13.0;-16.0;;;;;;Bordeaux Juin A.France;Sens Sortant;;
Z30CT12;352;595;6773;-23.0;-6.0;-11.0;;;;;;Mérignac Avenue Somme avant Chemin Long;Sens Sortant;;
Z30CT15;82;146;1473;-20.0;-32.0;-28.0;;;;;;Mérignac Route  Pessac;Nord > Sud;;
Z30CT17;464;509;6431;-2.0;-2.0;1.0;;;;;;Mérignac Avenue Mendès-France;Sud > Nord;;
Z30CT19;497;422;5782;-15.0;-3.0;-11.0;;;;;;Mérignac Avenue Maréchal Leclerc après Coty;Nord > Sud;;
Z30CT21;453;389;5733;-13.0;-16.0;-15.0;;;;;;Mérignac Avenue de l'Alouette;Sud > Nord;;
Z30CT22;271;512;5929;-23.0;-23.0;-18.0;;;;;;Mérignac Avenue de l'Alouette après  Somme;Nord > Sud;;
Z30CT4;122;291;3605;;;;;;;;;Mérignac Avenue du Président John Fitzgerald Kennedy;Sens Sortant;;
Z31CT6;702;715;8895;5.0;-3.0;-5.0;;;;;;Bassens Entrée Ech. 2;Bretelle Entrante Nord;;
Z31CT7;170;720;5958;70.0;-4.0;-3.0;;;;;;Carbon Blanc Griffons avant Pasteur;Sud > Nord;;
Z31CT8;518;483;6451;23.0;-1.0;-2.0;;;;;;Bassens Bourdieu avant Beaumont;Nord > Sud;;
Z3CT14;259;468;3854;-14.0;-12.0;-13.0;;;;;;Bordeaux Rue Lamourous avant St. Genès.;Sens Sortant;;
Z3CT16;313;306;5022;18.0;15.0;7.0;;;;;;Bordeaux Cours de la Marne après Meunier;Sens gare vers Victoire;;
Z4CT15;547;478;8678;;;;;;;;;Bordeaux Cours de Verdun;Nord > Sud;;
Z4CT20;200;213;2924;-3.0;-4.0;-7.0;;;;;;Bordeaux Allée de Bristol;Bristol > Hémicycle;;
Z4CT21;252;294;3694;-15.0;-9.0;-22.0;;;;;;Bordeaux Rue Esprit des Lois;Vers les Quais;;
Z4CT23;288;366;4915;-5.0;2.0;-5.0;;;;;;Bordeaux Cours de Verdun avant Doumer;Sens Sortant;;
Z4CT3;649;592;9630;5.0;8.0;-1.0;;;;;;Bordeaux Cours Clémenceau après Monbadon;Nord > Sud;;
Z4CT8;218;174;3010;-8.0;-7.0;-11.0;;;;;;Bordeaux Rue Judaique après C. d'Eau;Sens Sortant;;
Z5CT15;486;779;8260;-12.0;-18.0;0.0;;;;;;Bordeaux Quai Deschamps;Nord > Sud;;
Z5CT17;2347;1781;22451;1.0;2.0;0.0;;;;;;Bordeaux Pont St Jean;Sens Entrant;;
Z5CT18;1677;1950;22450;-11.0;-9.0;-8.0;;;;;;Bordeaux Pont St Jean;Sens Sortant;;
Z5CT5;1112;919;13567;-5.0;3.0;-3.0;;;;;;Bordeaux Voie sur berge avant Pt St Jean;Rive Gauche Sud > Nord;;
Z5CT6;778;599;7785;;;;;;;;;Bordeaux Quai de Paludate;Sens Entrant vers gare;;
Z5CT7;976;1292;14700;;;;;;;;;Bordeaux Quai de Paludate;Sens Sortant;;
Z6CT16;303;325;4636;-10.0;-3.0;-9.0;;;;;;Bordeaux Rue Judaique avant Soula;Sens Sortant;;
Z6CT17;93;228;2198;-5.0;-8.0;-6.0;;;;;;Bordeaux Rue Nauville avant Judaique;Sud > Nord;;
Z6CT5;485;552;7397;-11.0;-9.0;-9.0;;;;;;Bordeaux Rue Judaique après Chevalier;Sens Sortant;;
Z6CT6;919;1066;13971;-13.0;-14.0;-12.0;;;;;;Bordeaux Avenue de la République;Sens Sortant;;
Z6CT9;414;494;6187;-6.0;-14.0;-15.0;;;;;;Mérignac Avenue de Marne avant Mondésir;Sens Entrant;;
Z7CT16;369;381;4298;-1.0;-7.0;-11.0;;;;;;Mérignac Tassigny avant Robinson;Sens Sortant;;
Z7CT8;170;327;3624;-17.0;-8.0;-13.0;;;;;;Mérignac Avenue Leclerc après V. Eglise;Sud > Nord;;
Z8CT10;388;436;5119;-28.0;-13.0;-17.0;;;;;;Cenon Cours de Verdun après Yser;Curie > J. Jaurès;;
Z8CT11;992;1117;12866;-10.0;-5.0;-8.0;;;;;;Bordeaux Blvd J. Curie après St Emilion;Sens Entrant;;
Z8CT18;290;278;3256;-22.0;-18.0;-17.0;;;;;;Bordeaux bretelle Pont St Emilion;Sens Entrant;;
Z8CT3;266;250;3495;2.0;-7.0;-7.0;;;;;;Bordeaux Avenue Thiers après Pt Bouthier;Sens Entrant;;
Z8CT5;313;226;3730;-7.0;-9.0;-9.0;;;;;;Bordeaux Avenue Thiers après Lauzac;Sens Entrant;;
Z8CT8;545;707;8475;-19.0;-14.0;-14.0;;;;;;Cenon Avenue Carnot après Carrières;Sens Sortant;;
Z9CT1;1075;931;15177;-23.0;-21.0;-20.0;;;;;;Bordeaux Blvd Gautier après Arès;Boulevards Nord > Sud;;
Z9CT18;653;663;9155;-9.0;-11.0;-9.0;;;;;;Bordeaux Blvd G Pompidou après Despagnet;Sens Entrant;;
Z9CT19;742;593;9771;-9.0;-5.0;-8.0;;;;;;Bordeaux Rue de Canolle devant DescaRoutes;Sens Sortant;;
Z9CT2;853;831;11729;-14.0;-18.0;-15.0;;;;;;Bordeaux Blvd Gautier après Larminat;Boulevards Nord > Sud;;
Z9CT3;935;914;12973;-7.0;-10.0;-10.0;;;;;;Bordeaux Blvd Leclerc après Lecoq;Boulevards Sud > Nord;;
Z9CT6;515;443;6276;-1.0;-6.0;-4.0;;;;;;Bordeaux Rue Larminat après Rue Redon;Sens Entrant;;
Z7CT6;;;;;;;;;;;;Mérignac Avenue de Verdun après Rostand;Sens Entrant;;
Z16BE;;;;;;;;;;;;Pessac 9 Avenue de Madran;Sens Entrant;;
Z16CT14;;;;;;;;;;;;Pessac Rue Chateaubriand après Lamartine;Sud > Nord;;
Z06AE;;;;;;;;;;;;Mérignac 44 Avenue de Mérignac;Sens Entrant;;
Z06AS;;;;;;;;;;;;Mérignac 44 Avenue de Mérignac;Sens Sortant;;
Z26CE;;;;;;;;;;;;Bègles 60 Blvd Jean-Jacques BOSC;Nord > Sud;;
Z26CS;;;;;;;;;;;;Bègles 60 Blvd Jean-Jacques BOSC;Sud > Nord;;
Z4CT16;;;;;;;;;;;;Bordeaux Cours de Verdun avant Fondaudège;Nord > Sud;;
Z05AE;116;100;1482;-24.0;-6.0;-8.0;81;-8.0;43;0.74;;Bègles Quai Wilson;Sens Entrant;;
Z05BE;680;521;7448;-9.0;-5.0;-8.0;786;-2.0;46;20.85;;Bordeaux Quai Souys (près Rue Bergès);Sens Entrant;;
Z07AE;490;886;9647;-11.0;0.0;-4.0;440;12.0;33;4.94;;Mérignac face 130 bis Avenue de l'Yser;Sens Entrant;;
Z07AS;600;565;8800;-3.0;-1.0;-6.0;594;0.0;26;3.08;;Mérignac face 130 bis Avenue de l'Yser;Sens Sortant;;
Z07BS;513;447;5516;59.0;16.0;12.0;173;-6.0;39;23.25;;Mérignac 20 Avenue du Chut;Sens Sortant;;
Z09AS;415;530;6687;-3.0;1.0;-4.0;334;-4.0;35;4.18;;Mérignac VDO;Sens Sortant;;
Z10AE;433;429;4883;2.0;-11.0;-8.0;84;0.0;44;3.97;;Talence Rue Vieille Tour Médoquine;Sens Entrant;;
Z10BE;465;507;5707;-4.0;-15.0;-12.0;468;-3.0;34;2.37;;Bordeaux Rue Bethmann Bx II;Sens Entrant;;
Z14BE;265;462;5329;2.0;-1.0;-9.0;531;-8.0;37;;;Bordeaux Blvd A.Daney Latule R.Maran;Sens Entrant;;
Z16AS;444;421;5477;-16.0;-12.0;-9.0;268;-3.0;42;2.69;;Pessac 190 Avenue Jean Jaurès;Sens Sortant;;
Z16CE;523;738;7714;-4.0;-8.0;-8.0;405;0.0;20;-2.51;;Pessac Avenue de Canejan niveau rocade;Sens Entrant;;
Z17AS;366;373;5088;-15.0;-6.0;-11.0;162;-11.0;20;16.28;;Talence Libération Roul Peixotto;Sens Sortant;;
Z17BE;997;1061;14553;-3.0;0.0;-4.0;680;3.0;27;1.78;;Talence Liberation Peyberland Rabelais;Sens Entrant;;
Z17BS;972;995;12979;-2.0;1.0;-9.0;674;1.0;28;0.76;;Talence Liberation Peyberland Rabelais;Sens Sortant;;
Z17CS;277;654;4403;-9.0;-15.0;-12.0;134;-4.0;44;9.0;;Gradignan 14 Rue Naudet;Sens Sortant;;
Z19BE;694;736;10222;9.0;10.0;9.0;750;12.0;15;-15.18;;Villenave d'Ornon 509 Route Toulouse;Sens Entrant;;
Z19CE;591;749;9231;-8.0;5.0;-3.0;517;0.0;33;14.77;;Villenave d'Ornon Rue Pierre Proud'hon;Sens Entrant;;
Z19DE;393;360;4356;-5.0;-1.0;-2.0;112;2.0;42;2.18;;Talence 177 chemin de Leysotte;Sens Entrant;;
Z20BS;438;633;6254;-9.0;-3.0;-8.0;205;-4.0;31;9.18;;Bordeaux 193 Rue Pasteur;Sens Sortant;;
Z21BE;561;513;5990;-10.0;-9.0;-10.0;142;-19.0;32;6.6;;Le Bouscat 168 Avenue d'Eysines;Sens Entrant;;
Z21BS;432;542;5700;-17.0;-14.0;-17.0;132;-14.0;34;11.99;;Le Bouscat 168 Avenue d'Eysines;Sens Sortant;;
Z22BE;387;457;5682;-5.0;-6.0;-6.0;271;-8.0;29;8.33;;Lormont 36 Avenue de Paris;Sens Entrant;;
Z22BS;335;466;4942;-25.0;-11.0;-12.0;256;-17.0;35;3.86;;Lormont 36 Avenue de Paris;Sens Sortant;;
Z22DS;316;722;7457;;-4.0;-2.0;342;2.0;38;26.2;;Lormont Avenue de la Résistance;Sens Sortant;;
Z23AS;530;572;6124;0.0;2.0;-5.0;137;-20.0;37;2.11;;Eysines 126 Avenue du Taillan;Sens Sortant;;
Z23BE;400;463;5663;-2.0;1.0;-9.0;389;-17.0;32;5.21;;Bruges Avenue de Gaulle Fleuranceau Rocade;Sens Entrant;;
Z23DS;517;454;5332;-5.0;3.0;0.0;292;15.0;46;4.11;;Bruges Rue de Fieuzal;Sens Sortant;;
Z23ES;941;1417;14300;11.0;1.0;1.0;701;14.0;69;10.17;;Le Taillan-Médoc Route de Lacanau;Sens Sortant;;
Z25AE;578;609;7973;-4.0;11.0;-5.0;258;-5.0;40;7.88;;Bruges Allée de Boutaut;Sens Entrant;;
Z25AS;588;574;7095;-5.0;-1.0;-6.0;210;-5.0;50;0.41;;Bruges Allée de Boutaut;Sens Sortant;;
Z25BS;702;952;10604;-3.0;2.0;-4.0;608;;27;;;Bruges Blvd Parc des Expositions;Sens Sortant;;
Z26AS;414;588;6636;-7.0;-10.0;-5.0;380;12.0;43;-0.72;;Bègles Route de Courréjean;Sens Sortant;;
Z26BE;249;206;2663;-27.0;-17.0;-21.0;92;-35.0;30;;;Bègles 98 Rue Alexis Capelle;Sens Entrant;;
Z27BE;375;530;5555;-12.0;-11.0;-10.0;288;4.0;48;8.58;;Pessac Avenue Haut-L‚vˆque;Sens Entrant;;
Z29BE;1933;1648;20934;-5.0;-8.0;-6.0;659;1.0;42;8.52;;Bordeaux Blvd Joliot Curie après Benauge;Sens Entrant;;
Z29BS;;;;;;;;;;;;Bordeaux Blvd Joliot Curie après Benauge;Sens Sortant;;
Z29DE;891;698;9282;-4.0;1.0;-4.0;327;-4.0;29;-3.95;;Cenon Avenue Jean Zay / bretelle rocade;Sens Entrant;;
Z29DS;436;843;8625;2.0;8.0;1.0;321;0.0;30;0.28;;Cenon Avenue Jean Zay / bretelle rocade;Sens Sortant;;
Z30BE;413;595;6627;-8.0;-14.0;-14.0;229;-3.0;42;4.02;;Mérignac Avenue de la Marne;Sens Entrant;;
Z30CE;352;576;5891;7.0;-5.0;-6.0;239;16.0;30;1.83;;Mérignac face 153 Avenue de la Somme;Sens Entrant;;
Z30DSN;490;477;6264;-19.0;-7.0;-7.0;170;2.0;37;-0.22;;Mérignac 66 AvenuePierre Mendès France;Sens Pessac vers Mérignac;;
Z30FNS;458;720;7251;-7.0;-8.0;-9.0;620;11.0;59;3.78;;Mérignac Roland GARROS;Nord > Sud;;
Z30FSN;891;580;7735;-28.0;-8.0;-18.0;624;3.0;54;14.17;;Mérignac Roland GARROS;Sud > Nord;;
Z33AS;595;867;10435;;;;995;;52;;;Blanquefort Avenue du XI Novembre;Sens Sortant;;
Z35AS;267;961;10198;;;;477;;43;0.0;;Ambares Avenue de la Libération;Sens Sortant;;
Z7CS;290;691;5040;25.0;-11.0;-15.0;276;-19.0;;;;Martignas Avenue du bassin d'Arcachon;Sens Sortant;;
Z10CT11;263;317;3335;-4.0;-5.0;3.0;;;;;;Bordeaux Rue Mouneyra après Dupeux;Sens Sortant;;
Z10CT14;684;627;9611;10.0;12.0;1.0;;;;;;Bordeaux Rue Saignat après Pl Campeyrau;Sens Entrant;;
Z10CT2;751;894;12091;-16.0;-16.0;-13.0;;;;;;Bordeaux Blvd George V après Saignat;Boulevards Nord > Sud;;
Z10CT22;;;;;;;;;;;;Bordeaux Sourdis après Tondu;Sens Entrant;;
Z10CT3;1004;902;14135;-4.0;-6.0;-6.0;;;;;;Bordeaux Blvd George V avant barr Pessac;Boulevards Sud > Nord;;
Z11CT12;1098;987;13617;-3.0;0.0;-4.0;;;;;;Bordeaux Blvd Roosevelt avant Jaurès;Sud > Nord;;
Z11CT13;313;361;4310;5.0;-3.0;-4.0;;;;;;Bordeaux Rue Brun;Bld > Somme;;
Z11CT14;;;;;;;;;;;;Bordeaux Blvd Roosevelt avant trémis;Boulevards Sud > Nord;;
Z11CT15;365;362;4477;-8.0;2.0;-3.0;;;;;;Talence Cours Gambetta après Pt SNCF;Sens Sortant;;
Z11CT8;217;266;2992;-9.0;1.0;-4.0;;;;;;Talence Cours Gambetta avant Combes;Sens Sortant;;
Z12CT10;682;807;10296;-10.0;-10.0;-7.0;;;;;;Bordeaux Blvd Albert 1er après Cabié;Nord > Sud;;
Z12CT13;649;614;8904;-7.0;-4.0;-6.0;;;;;;Bordeaux 52 Blvd Albert 1er;Sud > Nord;;
Z12CT2;370;317;4713;-3.0;-6.0;-5.0;;;;;;Bordeaux Rue Malbec avant Nansouty;Sens Sortant;;
Z12CT4;775;826;10799;-6.0;0.0;-3.0;;;;;;Bordeaux Route Toulouse après Suzon;Sens Sortant;;
Z12CT9;676;746;9937;-11.0;-15.0;-11.0;;;;;;Bordeaux Blvd Roosevelt avant Toulouse;Nord > Sud;;
Z13CT2;837;899;14513;-18.0;-18.0;-16.0;;;;;;Bordeaux Blvd Pierre 1er après Tivoli;Nord > Sud;;
Z13CT3;1108;1063;16409;-12.0;-12.0;-13.0;;;;;;Bordeaux Blvd Wilson après Eysines;Nord > Sud;;
Z13CT4;1136;1107;17544;-3.0;-2.0;-8.0;;;;;;Bordeaux Blvd Wilson après Colmar;Sud > Nord;;
Z13CT5;1375;1405;21821;;;;;;;;;Bordeaux Blvd Wilson après Carnot;Sud > Nord;;
Z13CT6;;;;;;;;;;;;Bordeaux Rue Croix de Seguey;Sens Sortant;;
Z13CT7;187;373;3507;;;;;;;;;Bordeaux Cours de la Libération;Sens Sortant;;
Z14CT13;377;382;5411;-3.0;1.0;-7.0;;;;;;Bordeaux Quai Chartrons;Nord > Sud;;
Z14CT17;823;799;10463;-4.0;2.0;-6.0;;;;;;Bordeaux Rue L. Faure;Sens Sortant;;
Z14CT19;547;654;7516;-7.0;0.0;-4.0;;;;;;Bordeaux Cours Balguerie Stuttenberg;Sens Sortant;;
Z14CT20;278;534;5738;;;;;;;;;Bordeaux Boulevard Alfred Daney;Sens Entrant;;
Z14CT21;393;453;6701;;;;;;;;;Bordeaux Boulevard Alfred Daney;Sens Sortant;;
Z14CT4;765;666;8820;;;;;;;;;Le Bouscat Allée de Boutaut;Sens Entrant;;
Z14CT9;2077;1504;24033;4.0;2.0;-2.0;;;;;;Bordeaux Blvd A d'Aquitaine avant Latule;Sens Entrant;;
Z15CT11;180;219;2315;-22.0;-16.0;-10.0;;;;;;Bordeaux Avenue E. Counord après giratoire;Sens Sortant;;
Z15CT13;62;91;1216;-3.0;4.0;3.0;;;;;;Bordeaux Avenue E. Counord après Godard;Sens Sortant;;
Z15CT17;299;340;3723;-15.0;-11.0;-15.0;;;;;;Bordeaux Rue Mandron après Rue Godard;Sens Sortant;;
Z15CT5;294;312;4312;;;;;;;;;Bordeaux Cours Martinique après Portal;Sens Sortant;;
Z15CT6;33;40;501;-21.0;-16.0;-16.0;;;;;;Bordeaux Cours E. de Fayolle après Doumer;Sens Sortant;;
Z16CT10;478;532;5784;-8.0;-12.0;-11.0;;;;;;Pessac Rue Pénard avant Cohé;Sens Sortant;;
Z16CT2;393;472;5284;-11.0;-6.0;-5.0;;;;;;Bordeaux Avenue Jaurès;Sens Sortant;;
Z16CT8;275;310;3385;-15.0;-11.0;-10.0;;;;;;Pessac Rue Pénard après Echoppes;Sens Sortant;;
Z17CT14;;;;;;;;;;;;Talence Cours de la Libération après Roul;Sens Sortant;;
Z17CT2;423;447;6344;-6.0;-2.0;0.0;;;;;;Talence Cours de la Libération après Bdx 1;Sens Sortant;;
Z17CT5;397;575;7924;;;;;;;;;Talence 552 Cours  Lib‚ration;Sens Entrant;;
