IDENT;HPM_VAL;HPS_VAL;MJO_VAL;HPM_%;HPS_%;MJO_%;PL_VAL;PL_%;VIT_VAL;VIT_EVO;COMMENT;NOM_VOIE;SENS_CIR;V85_VL;V85_PL
Z30GS;871;1257;13763;1.5;11.8;7.6;1203;0.9;56;-16.4;;Mérignac Av. François Mitterrand;Sens Sortant;;
Z31CT3;230;278;3749;-24.0;-4.3;-10.0;;;;;;Bassens Route de Bassens;Nord > Sud;;
Z31CT8;539;443;6367;-10.4;-9.5;-9.3;;;;;;Bassens Bourdieu avant Beaumont;Nord > Sud;;
Z32AE;537;626;7364;6.4;2.8;2.9;400;-1.3;;;;Floirac 35 Av. Gaston Cabannes;Sens Entrant;;
Z35AE;962;792;11552;-0.1;-0.7;-0.8;562;-1.7;39;-15.2;;Ambares Av. de la Libération;Sens Entrant;;
Z3CT15;204;375;2964;13.1;15.4;14.3;;;;;;Bordeaux Rue St. Nicolas, avant Somme.;Argonne > Somme;;
Z3CT6;409;373;5109;9.8;11.2;15.5;;;;;;Bordeaux Cours Argonne avant Millière;Sens Entrant;;
Z3CT9;232;154;2334;-27.0;-32.1;-27.4;;;;;;Bordeaux 1 Cours de la Libération;Vers Rue du Tondu;;
Z4CT13;422;419;5723;-6.0;-4.4;-4.8;;;;;;Bordeaux Bonnac entrant après Sourdis;Centre Ville Entrant;;
Z4CT18;629;561;8662;-5.5;-4.7;-4.8;;;;;;Bordeaux Cours Clémenceau avant Buffon;Sud > Nord;;
Z4CT20;172;161;2632;-2.8;-8.2;-2.6;;;;;;Bordeaux Allées de Bristol;Bristol > Hémicycle;;
Z4CT24;157;237;1879;6.7;1.0;-14.5;;;;;;Bordeaux Rue d'Aviau avant Ducau;Sens Sortant;;
Z5CT11;400;380;5916;-2.6;1.4;4.7;;;;;;Bordeaux Rue Peyronnet après Tauzia;de Tauzia > Marne;;
Z5CT19;739;589;9151;-10.0;-12.1;-8.8;;;;;;Bordeaux Rue peyronnet;Sens Entrant;;
Z5CT20;444;439;6000;-10.8;-7.7;-9.4;;;;;;Bordeaux Quai de Paludate;Sens Entrant vers Pont de Pierre;;
Z6CT13;468;381;5009;29.6;11.5;18.5;;;;;;Bordeaux Rue Mandel après Chevalier;Sens Entrant;;
Z6CT16;221;204;3384;-17.1;-28.6;-20.1;;;;;;Bordeaux Rue Judaïque avant Soula;Sens Sortant;;
Z6CT18;356;290;3875;9.7;15.1;10.9;;;;;;Bordeaux Rue Bernard Adour après Liberté;Sens Entrant;;
Z6CT2;954;849;14002;-5.6;-4.2;-6.3;;;;;;Bordeaux Blvd Wilson après Judaïque;Boulevards Nord > Sud;;
Z6CT3;822;974;14358;-2.1;-6.5;-5.8;;;;;;Bordeaux Blvd Antoine Gautier avant Arès;Boulevards Sud > Nord;;
Z6CT8;659;558;7099;7.0;9.4;1.0;;;;;;Mérignac Av. d'Arès avant Mondésir;Sens Entrant;;
Z7CT14;211;175;2252;24.2;11.8;11.9;;;;;;Mérignac Ouley après Goillot;Nord > Sud;;
Z7CT15;405;464;5096;-4.2;5.4;-2.8;;;;;;Mérignac Av. du Chut;Sens Entrant;;
Z8CT10;396;414;4807;11.3;3.6;-0.7;;;;;;Cenon Cours de Verdun après Yser;Curie > J. Jaurès;;
Z9CT15;495;377;6208;-1.2;-7.4;-3.3;;;;;;Mérignac Av. Mitterrand après A. Chemin;Sens Entrant;;
Z9CT16;399;543;6987;-4.4;-0.1;-1.7;;;;;;Mérignac Av. François Mitterrand;Sens Sortant;;
Z9CT17;431;460;7015;0.1;-1.7;-1.9;;;;;;Mérignac Av .Mitterrand après C. Vic;Sens Sortant;;
Z9CT8;331;399;5552;-6.2;-5.1;-5.7;;;;;;Bordeaux 130 Av. Larminat après Sourdis;Sens Sortant;;
Z07AS;662;575;9038;5.8;1.0;-0.6;597;-5.1;30;11.1;;Mérignac face 130 bis Av. de l'Yser;Sens Sortant;;
Z10BS;501;439;5417;28.8;-3.5;1.5;216;-5.3;29;-9.4;;Bordeaux Rue Bethmann Bx II;Sens Sortant;;
Z10CT15;327;360;4533;-4.1;-6.8;-7.1;;;;;;Talence Cours Galliéni après XIV Juillet;Sens Entrant;;
Z10CT21;607;645;10405;-4.1;-4.2;-1.2;;;;;;Bordeaux Tauzin après Haut Brion;Sens Entrant;;
Z10CT3;809;792;12591;-5.2;-2.0;-0.8;;;;;;Bordeaux Blvd George V avant barr Pessac;Boulevards Sud > Nord;;
Z10CT7;616;621;7829;-2.5;4.3;2.8;;;;;;Talence 35 Cours Galliéni;Sens Sortant;;
Z11CT10;1087;1266;15405;-1.0;1.3;0.1;;;;;;Bordeaux Blvd Roosevelt après Rue Hoche;Nord > Sud;;
Z11CT17;369;396;5175;2.7;8.1;11.6;;;;;;Bordeaux Argonne après Bertrand de Goth;Sens Entrant;;
Z12CT11;537;662;8432;6.8;8.5;7.4;;;;;;Bordeaux 149 Blvd Albert 1er;Nord > Sud;;
Z12CT2;259;217;3677;-7.6;-7.1;-0.8;;;;;;Bordeaux Rue Malbec avant Nansouty;Sens Sortant;;
Z12CT7;544;505;7377;-10.2;-14.2;-11.8;;;;;;Bordeaux Cours de la Somme après Brun;Sens Entrant;;
Z13CT10;450;413;6460;-8.7;-10.3;-6.5;;;;;;Bordeaux Rue Carnot sens entrant;Sens Entrant;;
Z13CT7;247;338;3683;-8.4;5.9;1.4;;;;;;Bordeaux Cours de la Libération;Sens Sortant;;
Z13CT9;356;312;4318;-10.5;-10.7;-12.4;;;;;;Bordeaux Rue Johnston avant Arsenal;Sens Entrant;;
Z14CT11;669;710;12093;4.1;-0.5;1.9;;;;;;Bordeaux Blvd Godard avant Ampère;Nord > Sud;;
Z14CT12;1101;989;14996;8.8;-5.7;0.0;;;;;;Bordeaux Rue L. Faure après L. Fargue;Sens Entrant;;
Z14CT16;400;332;5842;6.4;-1.8;4.6;;;;;;Bordeaux Quai de Bacalan après L. Faure;Nord > Sud;;
Z14CT23;551;588;7516;11.5;10.0;6.0;;;;;;Bordeaux Brazza avant le pont;Sud > Nord;;
Z14CT7;1296;1271;21760;2.0;-9.3;-5.1;;;;;;Bordeaux Blvd Daney avant Latule;Sud > Nord;;
Z15CT2;266;358;4675;2.4;-1.4;1.8;;;;;;Bordeaux Cours Portal après Doumer;Sens Sortant;;
Z15CT6;45;50;654;-6.2;-11.9;-7.8;;;;;;Bordeaux Cours E. de Fayolle après Doumer;Sens Sortant;;
Z15CT9;205;203;2794;1.0;-7.4;-2.4;;;;;;Bordeaux Rue Godard après Lagrange;de Lagrange  > Counord;;
Z16CS;692;525;7922;4.2;-11.5;-0.7;;;;;;Pessac Av. de Canejan niveau rocade;Sens Sortant;;
Z16CT10;498;571;5868;6.6;7.1;1.0;;;;;;Pessac Rue Pénard avant Cohé;Sens Sortant;;
Z16CT13;305;344;3520;16.1;21.0;14.2;;;;;;Pessac Rue Cohé Centre après Pénard;Nord > Sud;;
Z16CT3;356;442;5324;13.0;7.5;7.5;;;;;;Pessac Av. Jaurès après Jaubert;Sens Sortant;;
Z17AS;337;404;5548;11.4;-12.0;-4.1;443;-10.1;13;-23.5;;Talence Libération Roul Peixotto;Sens Sortant;;
Z17CT3;941;1023;12688;-1.6;1.6;1.5;;;;;;Talence Libération avant av.Marly;Sens Sortant;;
Z17CT5;336;540;7277;-0.6;-0.8;0.2;;;;;;Talence 552 Cours  Libération;Sens Entrant;;
Z17CT9;1216;1093;16732;8.5;-0.5;14.9;;;;;;Talence Crs Libération avant la Paillère;Sens Sortant;;
Z18CT12;295;480;5842;-4.0;-11.6;-5.6;;;;;;Gradignan Gal de Gaulle avant Lahouneau;Sens Sortant;;
Z18CT3;144;365;3798;-9.4;-9.8;-8.7;;;;;;Gradignan Gal de Gaulle après place;Sens Sortant;;
Z18CT4;390;332;4253;20.5;20.9;19.4;;;;;;Gradignan Gal de Gaulle avant place;Sens Entrant;;
Z19CT12;238;52;930;2.0;-11.4;-9.6;;;;;;Villenave d'Ornon Leclerc avant Gaston;Sens Entrant;;
Z19CT2;421;375;5586;6.1;-0.6;-0.1;;;;;;Villenave d'Ornon 246 Rte de Toulouse;Sens Entrant;;
Z19CT4;341;238;3844;-7.5;-12.9;-2.8;;;;;;Villenave d'Ornon Rue Labro;Sens Sortant;;
Z19CT6;566;376;5909;-0.5;-7.7;-6.5;;;;;;Villenave d'Ornon Av. Georges Clémenceau;Sens Entrant;;
Z1CT11;622;609;8558;-5.4;-7.5;-9.0;;;;;;Bordeaux Quai Chartrons après  Latour;Sud > Nord;;
Z1CT16;709;650;9389;-4.0;-7.1;-3.5;;;;;;Bordeaux Quai Chartrons après  Arnozan;Sud > Nord;;
Z1CT4;688;853;11947;-15.3;-14.8;-13.4;;;;;;Bordeaux Quai Richelieu Aides/Cailhau;Nord > Sud;;
Z21CS;296;418;4182;21.8;8.4;2.0;90;-4.4;35;-7.9;;Le Bouscat 58 Av. de Tivoli;Sens Sortant;;
Z22BE;360;424;5878;27.1;-10.3;0.7;280;-2.2;29;-12.1;;Lormont 36 Av. de Paris;Sens Entrant;;
Z22CT12;380;330;3979;2.7;9.5;6.5;;;;;;Lormont Dupin  après Resistance;Sens Entrant;;
Z23CT12;493;665;8503;13.2;5.2;3.7;;;;;;Le Bouscat Route du Médoc;;;
Z23CT16;489;564;6998;7.6;6.1;2.7;;;;;;Eysines Av. du Médoc après Lesseps;Sens Entrant;;
Z23CT9;422;357;4887;-4.1;-14.7;-6.7;;;;;;Le Bouscat Av. de l'Hippodrome avant la route du Médoc;Sud > Nord;;
Z23EE;1079;1171;16901;;;;1285;;45;;;Le Taillan-Médoc Route de Lacanau;Sens Entrant;;
Z24CT12;783;906;12276;1.0;1.6;4.5;;;;;;Le Haillan Magudas avant rocade;Sens Entrant;;
Z24CT13;335;550;5706;-8.3;-1.4;-1.9;;;;;;Le Haillan G. Eiffel après Laplace;Sud > Nord;;
Z24CT8;1014;1046;14542;-22.0;-4.3;-9.7;;;;;;Mérignac Magudas avant rocade;Sens Sortant;;
Z25CT1;371;251;3731;1.8;0.8;0.4;;;;;;Bordeaux Cours Bricaud après Ratabou;Sens Entrant;;
Z25CT14;775;711;8788;6.4;4.6;3.8;;;;;;Bordeaux All. Boutaut après Claudeville;Sens Entrant;;
Z26CT1;737;789;15447;5.8;5.6;11.2;;;;;;Bordeaux Blvd Albert 1er avant Curie;Nord > Sud;;
Z26CT3;342;260;4470;5.6;2.8;-1.2;;;;;;Bordeaux Armagnac avant Rue Beck;Sens Sortant;;
Z27AE;398;607;6205;7.8;3.2;-1.1;227;-4.4;40;0.0;;Pessac Av. Pasteur niveau rocade;Sens Entrant;;
Z27BS;426;366;5344;10.8;-14.4;1.0;275;-1.5;50;-9.1;;Pessac Av. Haut-Lévêque;Sens Sortant;;
Z27CT15;165;279;2024;7.0;9.2;2.8;;;;;;Pessac Av. de Canéjan;Sens Entrant;;
Z27CT16;204;309;3359;-3.3;-7.4;-4.1;;;;;;Pessac Haut Lévèque après Av. de Canéjan;Sud > Nord;;
Z27CT5;241;455;4566;4.7;5.6;5.7;;;;;;Pessac Av. du Haut Lévêque après le CHR;Sud > Nord;;
Z28AS;191;768;7869;;-4.3;-1.2;476;-2.5;52;;;Saint-Médard-en-Jalles Av. de Capeyron;Sens Sortant;;
Z29CE;1365;1055;14745;-23.8;-19.2;-15.3;676;-9.1;33;-8.3;;Cenon Blvd de l'Entre-deux-Mers;Sens Entrant;;
Z29CT10;243;398;4024;1.1;0.2;-1.9;;;;;;Floirac Dubedout avant Allende;Sens Sortant;;
Z29CT6;445;736;7234;-3.8;-4.9;-5.1;;;;;;Cenon Bretelle Curie vers entre 2 mers;Curie > Entre Deux Mers;;
Z2CT1;175;228;3405;1.3;-2.0;-0.9;;;;;;Bordeaux Cours Pasteur Hugo/Dubergier;Sud > Nord;;
Z2CT12;313;289;4480;5.6;-1.3;-1.2;;;;;;Bordeaux Pl République vers Albret;Sens Entrant;;
Z2CT15;268;390;4654;-13.5;-5.0;-10.6;;;;;;Bordeaux Rue de Cursol après Joffre;Sens Sortant;;
Z2CT17;318;399;5543;-19.1;-16.9;-16.2;;;;;;Bordeaux Cours V. Hugo avant Bir-Hakeim;Sens Sortant;;
Z2CT22;106;93;1589;3.8;-6.8;-6.6;;;;;;Bordeaux Descente => porte Cailhau;Bretelle Sud > Nord Descente > porte Cailhau;;
Z2CT4;126;205;3023;-3.5;-4.1;-2.1;;;;;;Bordeaux Alsace Lorraine avant Ausone;Sens Sortant;;
Z2CT6;83;93;1396;-14.4;-13.4;-10.5;;;;;;Bordeaux Rue PL Lande sortie Ste Eulalie;Sens Entrant;;
Z30BS;650;494;6788;48.2;3.0;7.2;225;0.1;;;;Mérignac Av. de la Marne;Sens Sortant;;
Z30CT16;355;372;5106;-7.9;-3.3;-0.8;;;;;;Mérignac Av. Mendès-France;Nord > Sud;;
Z31CT1;465;1043;11767;-18.2;-11.5;-8.4;;;;;;Bassens Rd p Ricard > côte de la Garonne;Sud > Nord;;
Z31CT6;747;638;8596;1.4;-10.9;-4.7;;;;;;Bassens Entrée Ech. 2;Bretelle Entrante Nord;;
Z3CT11;357;382;6282;-13.6;-10.6;-11.3;;;;;;Bordeaux Cours Marne après Capucins;Marne vers Victoire;;
Z3CT8;271;218;3801;1.9;-0.5;-3.6;;;;;;Bordeaux Cours Marne après Victoire;Marne vers la gare;;
Z4CT10;246;198;3493;-8.4;-6.6;-5.2;;;;;;Bordeaux Rue Michelet après St Sernin;Sens Entrant;;
Z4CT5;39;48;823;-25.6;-13.1;-15.8;;;;;;Bordeaux Cours de Tournon après la Rue Boudet;Place des Quinconces > place Tourny;;
Z4CT8;199;156;2878;3.0;1.0;1.0;;;;;;Bordeaux Rue Judaïque après C. d'Eau;Sens Sortant;;
Z5CT22;1424;1167;17999;-10.4;-13.7;-10.1;;;;;;Bordeaux Quai Ste Croix;Quais Sud > Nord;;
Z5CT4;639;531;6939;-8.5;-11.0;-10.2;;;;;;Bordeaux Quai Souys Mattéoti/Sembat;Quais rive Droite Sud > Nord;;
Z5CT6;574;463;6728;-27.9;-24.7;-17.8;;;;;;Bordeaux Quai de Paludate;Sens Entrant vers gare;;
Z6CT11;696;642;9144;-8.5;-3.9;-4.4;;;;;;Bordeaux Av. d'Arès après Schrader;Sens Entrant;;
Z6CT12;558;546;7283;-3.1;-6.5;-4.2;;;;;;Bordeaux Rue G. Bonnac après Wilson;Sens Entrant;;
Z6CT17;146;292;2898;12.5;5.4;5.2;;;;;;Bordeaux Rue Nauville avant Judaïque;Sud > Nord;;
Z6CT19;730;841;10004;-1.8;4.0;-0.6;;;;;;Bordeaux Av. République après Bel Air;Sens Sortant;;
Z7CT7;399;295;4015;3.1;5.9;6.3;;;;;;Mérignac Av. Libération après Truc;Nord > Sud;;
Z8CT13;71;87;1247;-25.9;-30.0;-20.1;;;;;;Bordeaux Av. Thiers après Stalingrad;Sens Sortant;;
Z8CT17;438;397;6696;-1.6;12.6;4.8;;;;;;Bordeaux Rue Carnot;Sens Entrant;;
Z8CT18;185;167;2363;-11.5;-22.2;-15.9;;;;;;Bordeaux bretelle Pont St Emilion;Sens Entrant;;
Z8CT4;329;281;4203;2.9;-2.0;-1.6;;;;;;Bordeaux Av. Thiers après Galin;Sens Entrant;;
Z8CT5;304;212;3299;0.8;-5.8;-6.0;;;;;;Bordeaux Av. Thiers après Lauzac;Sens Entrant;;
Z8CT6;380;291;4894;-4.6;-5.5;-5.3;;;;;;Cenon Av. J. Jaurès après Paigne;Sens Entrant;;
Z8CT9;463;582;6878;8.3;4.0;0.3;;;;;;Cenon Av. Jean Jaurès;Sens Sortant;;
Z9CT1;1064;900;15052;-6.2;-4.7;-5.5;;;;;;Bordeaux Blvd Gautier après Arès;Boulevards Nord > Sud;;
Z9CT12;494;503;7709;3.2;-2.1;0.4;;;;;;Bordeaux Blvd Geoges Pompidou / Doumerc;Sens Entrant;;
Z9CT2;614;617;9163;-11.0;-5.2;-6.3;;;;;;Bordeaux Blvd Gautier après Larminat;Boulevards Nord > Sud;;
Z9CT9;415;540;6880;-4.3;-3.2;-4.8;;;;;;Bordeaux Av. Larminat après Devèze;Sens Sortant;;
