IDENT;HPM_VAL;HPS_VAL;MJO_VAL;HPM_%;HPS_%;MJO_%;PL_VAL;PL_%;VIT_VAL;VIT_EVO;COMMENT;NOM_VOIE;SENS_CIR;V85_VL;V85_PL
Z5CT18;2078;2169;24811;14,75%;9,84%;16,53%;;;;;;Bordeaux Pont St Jean;Sens Sortant;;
Z6CT1;1063;1029;17077;-5,32%;-2,55%;-5,08%;;;;;;Bordeaux Blvd Wilson Pasteur/Ferry;Boulevards Nord > Sud;;
Z6CT8;756;579;7500;-1,93%;-2,49%;-2,13%;;;;;;Mérignac Av. d'Arès avant Mondésir;Sens Entrant;;
Z6CT11;860;842;11628;-3,32%;-2,48%;-1,73%;;;;;;Bordeaux : Avenue d'Arès après Schrader;Sens Entrant;;
Z6CT14;498;463;5400;-7,95%;0,81%;-2,30%;;;;;;Bordeaux Rue Lachassaigne après Mandel;Nord > Sud;;
Z6CT18;284;236;3241;5,47%;9,36%;3,99%;;;;;;Bordeaux Rue Bernard Adour après Liberté;Sens Entrant;;
Z7CT2;562;426;6362;-1,78%;-9,50%;-2,42%;;;;;;Mérignac Av. de Verdun après Dupuy;Sens Sortant;;
Z7CT5;;;;;;;;;;;;Mérignac Av. Yser après Beaumarchais;Sens Entrant;;
Z7CT17;208;446;4606;-6,65%;3,03%;-1,12%;;;;;;Mérignac Av. Libération après de Gaulle;Sud > Nord;;
Z8CT1;;;;;;;;;;;;Bordeaux Pont de Pierre après Stalingrad;Sens Entrant;;
Z8CT8;661;849;10048;-7,04%;-5,25%;-5,83%;;;;;;Cenon Av. Carnotaprès Carrières;Sens Sortant;;
Z8CT10;506;485;5730;2,56%;7,00%;4,59%;;;;;;Cenon Cours de Verdun après Yser;Curie > J. Jaurès;;
Z8CT18;279;330;3390;35,01%;35,64%;26,70%;;;;;;Bordeaux bretelle Pont St Emilion;Sens Entrant;;
Z9CT1;1167;1033;16716;-0,59%;-4,32%;-2,27%;;;;;;Bordeaux Blvd Gautieraprès Arès;Boulevards Nord > Sud;;
Z9CT2;1053;1065;14587;0,77%;0,83%;0,30%;;;;;;Bordeaux Blvd Gautier après Larminat;Boulevards Nord > Sud;;
Z9CT7;425;386;5488;-13,62%;-5,91%;-10,11%;;;;;;Bordeaux 154 Rue d'Ornano après Héron;Sens Entrant;;
Z9CT12;490;483;7172;-0,38%;-2,96%;-1,31%;;;;;;Bordeaux Blvd Geoges Pompidou / Doumerc;Sens Entrant;;
Z9CT14;527;537;7314;2,20%;-0,33%;1,29%;;;;;;Mérignac Av. de Peychotte avant Riaud;Sens Entrant;;
Z9CT15;519;383;6014;2,18%;4,46%;2,08%;;;;;;Mérignac Av. Mitterrand après A. Chemin;Sens Entrant;;
Z10CT3;1353;1149;18103;-3,06%;-3,35%;-3,32%;;;;;;Bordeaux Blvd George V avant barr Pessac;Boulevards Sud > Nord;;
Z10CT11;262;280;3159;-1,03%;-7,67%;-6,73%;;;;;;Bordeaux Rue Mouneyra après Dupeux;Sens Sortant;;
Z10CT14;839;812;10948;-1,07%;2,30%;0,94%;;;;;;Bordeaux Rue Saignat après Pl Campeyrau;Sens Entrant;;
Z10CT19;775;881;10694;2,11%;-0,49%;2,16%;;;;;;Bordeaux Béchade après giratoire;Sens Sortant;;
Z11CT1;175;306;3716;-9,10%;-1,90%;-7,22%;;;;;;Talence Cours Gambetta avant Lamartine;Sens Entrant;;
Z11CT10;1243;1502;18273;-3,95%;-6,16%;-5,96%;;;;;;Bordeaux Blvd Roosevelt après rue Hoche;Nord > Sud;;
Z11CT12;1071;942;14060;-5,40%;-2,27%;-4,37%;;;;;;Bordeaux Blvd Roosevelt avant Jaurès;Sud > Nord;;
Z11CT17;403;348;4312;-3,24%;-0,19%;0,12%;;;;;;Bordeaux Argonne après Bertrand de Goth;Sens Entrant;;
Z12CT4;822;834;11161;-1,00%;-4,29%;-5,45%;;;;;;Bordeaux Rte Toulouse après Suzon;Sens Sortant;;
Z12CT8;312;297;3808;-20,27%;-8,98%;-13,73%;;;;;;Bordeaux Crs de la Somme après Monsarrat;Sens Entrant;;
Z12CT9;895;1023;12683;5,82%;3,38%;2,34%;;;;;;Bordeaux Blvd Roosevelt avant Toulouse;Nord > Sud;;
Z12CT11;666;784;10323;-5,48%;3,34%;-2,27%;;;;;;Bordeaux 149 Blvd Albert 1er;Nord > Sud;;
Z12CT13;727;720;10681;-9,37%;-6,89%;-5,26%;;;;;;Bordeaux 52 Blvd Albert 1er;Sud > Nord;;
Z12CT16;574;493;5904;-8,40%;-3,93%;-5,84%;;;;;;Bordeaux Rue de Bègles après Vaucouleur;Sens Entrant;;
Z13CT3;1253;1125;17720;-0,06%;-0,31%;0,24%;;;;;;Bordeaux Blvd Wilson après Eysines;Nord > Sud;;
Z13CT5;1483;1390;20179;4,92%;9,49%;3,44%;;;;;;Bordeaux Blvd Wilson après Carnot;Sud > Nord;;
Z13CT11;674;709;8425;-0,28%;-0,65%;-0,18%;;;;;;Bordeaux Cours Nouhaux après rue Haillan;Sens Sortant;;
Z13CT12;1018;833;12266;-0,23%;2,80%;3,63%;;;;;;Bordeaux Rue Ecole Normale;Sens Entrant;;
Z13CT16;682;518;7467;-4,35%;-6,70%;-4,02%;;;;;;Bordeaux Croix Blanche après Jean Soula;Sens Entrant;;
Z14CT1;1131;883;14361;-2,43%;-0,11%;-1,37%;;;;;;Bordeaux Blvd Godard avant Trébod;Sud > Nord;;
Z14CT3;1057;1291;14428;6,27%;4,52%;10,78%;;;;;;Bordeaux Pont Chaban Delmas;Sens Sortant;;
Z14CT11;926;1036;15624;2,94%;-3,02%;0,37%;;;;;;Bordeaux Blvd Godard avant Ampère;Nord > Sud;;
Z14CT14;569;526;7418;-2,92%;-3,81%;-1,99%;;;;;;Bordeaux Quai Chartrons avant Chantecrit;Sud > Nord;;
Z14CT17;808;694;10209;7,77%;9,47%;8,93%;;;;;;Bordeaux Rue L. Faure;Sens Sortant;;
Z15CT5;326;311;3964;3,13%;-1,46%;-0,07%;;;;;;Bordeaux Crs Martinique après Portal;Sens Sortant;;
Z15CT14;222;177;2738;1,47%;1,84%;4,01%;;;;;;Bordeaux Martinique vers quais;Centre Ville Sortant;;
Z16CT5;500;554;5911;-1,23%;10,35%;0,41%;;;;;;Pessac Av. Pasteur après Aciéries;Sens Entrant;;
Z16CT10;511;602;6585;-14,60%;-16,95%;-23,31%;;;;;;Pessac Rue Pénard avant Cohé;Sens Sortant;;
Z17CT1;399;424;5364;-5,37%;-7,68%;-5,58%;;;;;;Talence Crs Gambetta avant rue Mirabeau;Sens Sortant;;
Z17CT3;963;1138;13426;2,73%;-3,91%;-3,48%;;;;;;Talence Libération avant av.Marly;Sens Sortant;;
Z17CT9;1279;1367;17291;5,90%;-5,26%;-3,33%;;;;;;Talence Crs Libération avant la Paillère;Sens Sortant;;
Z17CT12;444;315;3893;-2,46%;-2,13%;-2,43%;;;;;;Talence Rue Lamartine avant Paré;Sens Entrant;;
Z17CT13;200;308;2632;-12,52%;-5,36%;-4,27%;;;;;;Talence Rue Lamartine avant Suzon;Sens Sortant;;
Z19CT4;399;317;4573;14,24%;-1,33%;4,65%;;;;;;Villenave d'Ornon Rue Labro;Sens Sortant;;
Z19CT10;382;406;4315;4,08%;4,90%;7,73%;;;;;;Villenave d'Ornon Labro vers Bègles;Sens Entrant;;
Z19CT14;554;1001;12000;-13,46%;-3,15%;0,36%;;;;;;Villenave d'Ornon bretelle sortie int.;bretelle sortie rocade intérieure;;
Z19CT16;657;640;9522;-6,27%;-7,49%;-5,47%;;;;;;Begles 168 rte de Toulouse après Sévène;Sens Entrant;;
Z20CT2;392;544;6448;-1,15%;2,85%;3,57%;;;;;;Bordeaux Av. Leclerc après Monument;Sens Sortant;;
Z21CT7;551;480;4735;12,95%;27,12%;22,20%;;;;;;Le Bouscat Rue Paul Bert;Sens Sortant;;
Z22CT10;203;241;2914;-7,98%;-6,36%;-4,92%;;;;;;Lormont Dupin après Tallavi;Pt Aquit=> av de Paris;;
Z22CT11;379;313;3954;-3,58%;-2,09%;-3,50%;;;;;;Lormont Dupin après Lavergne;Av. de Paris=> Pt Aquit;;
Z23CT1;569;660;7665;-24,38%;-15,83%;-27,38%;;;;;;Bruges Rte du Médoc avant de Gaulle;Sens Sortant;;
Z23CT6;365;406;5407;-20,81%;-0,61%;-4,00%;;;;;;Eysines Av. du Médoc avant rte Pauillac;Sens Entrant;;
Z23CT10;532;578;8786;-22,65%;-9,27%;-7,28%;;;;;;Eysines Av. du Médoc avant C. du Vigean;Sens Entrant;;
Z24CT3;537;630;6845;9,42%;-0,29%;0,99%;;;;;;Le Haillan Av. Pasteur après Los Heros;Sens Sortant;;
Z24CT4;528;651;6802;-0,61%;7,90%;1,85%;;;;;;Le Haillan Av. Pasteur après Chavailles;Sens Entrant;;
Z24CT9;1156;930;14303;-7,28%;0,78%;-0,52%;;;;;;Mérignac Magudas après Cigale;Sens Sortant;;
Z24CT10;541;865;11237;-5,82%;-4,99%;-4,44%;;;;;;Mérignac Magudas avant Cigale;Sens Entrant;;
Z24CT11;581;1021;13020;-11,91%;3,26%;-1,83%;;;;;;Mérignac Magudas après rocade;Sens Entrant;;
Z24CT14;420;319;5816;-12,78%;-3,11%;3,39%;;;;;;Le Haillan Mermoz avant Magudas;Nord > Sud;;
Z25CT1;388;316;4850;-3,11%;2,33%;5,58%;;;;;;Bordeaux Cours Bricaud après Ratabou;Sens Entrant;;
Z25CT5;518;456;4239;29,08%;7,66%;1,00%;;;;;;Bordeaux Cours Bricaud après Vergne;Sens Sortant;;
Z25CT7;276;810;9939;2,61%;2,25%;-0,41%;;;;;;Bordeaux Av. 40 Journaux après Tobeen;Sens Sortant;;
Z25CT14;851;894;9736;-1,16%;-3,79%;1,02%;;;;;;Bordeaux All. Boutaut après Claudeville;Sens Entrant;;
Z25CT19;566;322;5005;-3,43%;-2,96%;0,63%;;;;;;Bordeaux Vélodrome N>S;Nord > Sud;;
Z25CT20;549;647;5836;11,64%;-1,00%;1,52%;;;;;;Bordeaux Bricaud S>N avant vélodrome;Sud > Nord;;
Z26CT8;165;310;2464;9,36%;30,41%;15,43%;;;;;;Bègles Moga  après Durcy;Sens Entrant;;
Z27CT2;631;660;7487;-0,93%;0,03%;0,43%;;;;;;Pessac Pasteur après Haut-Lévêque;Sens Entrant;;
Z27CT3;537;705;7655;-0,82%;-0,41%;0,61%;;;;;;Pessac Pasteur avant l'Alouette;Sens Sortant;;
Z27CT6;1272;986;13569;-3,63%;-1,55%;-1,03%;;;;;;Pessac Av. du Bourghail après Monbalon;Sud > Nord;;
Z27CT11;399;700;7648;0,27%;-0,46%;-1,64%;;;;;;Pessac Av. Leclerc après Meyraud;Sens Sortant;;
Z27CT14;534;482;5961;-5,77%;2,50%;-0,91%;;;;;;Pessac Haut Lévèque avant Magellan;Nord > Sud;;
Z27CT16;273;460;4499;-14,43%;2,81%;-0,40%;;;;;;Pessac Haut Lévèque après Av. de Canéjan;Sud > Nord;;
Z28CT2;379;1211;10927;3,11%;0,60%;0,48%;;;;;;St Medard Av. Montaigne avant Turon;Sens Sortant;;
Z29CT1;1160;936;11410;-4,09%;29,64%;12,25%;;;;;;Floirac Blvd Entre2Mers avant Monrepos;Sens Entrant;;
Z29CT4;252;183;2575;0,04%;-4,44%;-3,65%;;;;;;Bordeaux Rue Galin;Sens Entrant;;
Z29CT9;531;340;4159;-1,93%;-4,88%;-0,66%;;;;;;Floirac Dubedout avant Allende;Sens Entrant;;
Z29CT12;200;481;4878;-6,40%;-0,07%;0,05%;;;;;;Cenon Jean Zay avant Lavoisier;Sens Sortant;;
Z29CT13;159;208;2323;1,29%;-5,59%;-3,93%;;;;;;Floirac Av. Clémenceau après Dubedout;Sud > Nord;;
Z30CT1;1142;944;14095;2,54%;-1,44%;-1,00%;;;;;;Mérignac Av. Kennedy après 4 Chemins;Sens Sortant;;
Z30CT5;522;1416;15033;-0,26%;-4,34%;-0,85%;;;;;;Mérignac Av. de la Somme après Mirepin;Sens Entrant;;
Z30CT10;345;578;6230;0,40%;0,34%;0,62%;;;;;;Mérignac : Avenue de la Somme;Sens Entrant;;
Z30CT12;370;639;7586;-0,33%;-7,63%;-2,10%;;;;;;Mérignac Av. Somme avant Chemin Long;Sens Sortant;;
Z30CT20;173;474;4001;-14,36%;13,80%;-0,72%;;;;;;Mérignac : Av. Maréchal Leclerc;Sud > Nord;;
Z31CT2;565;904;9891;-1,79%;1,42%;3,19%;;;;;;Bassens Côte de la Garonne;Nord > Sud;;
Z31CT4;187;302;4696;1,64%;-1,62%;1,26%;;;;;;Bassens Sortie autoroute Ech. 2;Bretelle Sortante Nord;;
Z31CT6;774;708;8808;6,93%;1,49%;1,41%;;;;;;Bassens Entrée Ech. 2;Bretelle Entrante Nord;;
Z31CT8;539;480;6590;-3,35%;-1,51%;-1,06%;;;;;;Bassens Bourdieu avant Beaumont;Nord > Sud;;
